gender,race,residence,income,school_type,hooks,major,sat,ec_awards,essay_lor_interview,acceptances,waitlists,rejections,note,acceptances_clean,waitlists_clean,rejections_clean,num_acceptances,num_waitlists,num_rejections
F,ASIAN,PA,Low,PRIVATE,FIRST-GEN,POLISCI,1570,7.5,4.5,"['*UCLA', '*PRINCETON', '*UCSD', '*NYU', '*USC', '*UCSB', '*UCR']",[],"['*YALE', '*BROWN', '*COLUMBIA', '*CORNELL', '*UPENN']",NA,"UCLA, PRINCETON, UCSD, NYU, USC, UCSB, UCR",,"YALE, BROWN, COLUMBIA, CORNELL, UPENN",7,0,5
F,ASIAN,WA,Low,PUBLIC,NONE,BIO,1500,7.5,6.5,['*PURDUE'],[],"['*STANFORD', '*BERKELEY', '*RICE', '*VANDERBILT', '*UMICH', '*BOSTON UNIVERSITY', '*RUTGERS']",NA,PURDUE,,"STANFORD, BERKELEY, RICE, VANDERBILT, UMICH, BOSTON UNIVERSITY, RUTGERS",1,0,7
M,HISPANIC,MA,Middle,SMALL,NONE,BIO,1550,5.5,6.2,[],[],['*USC'],NA,,,USC,0,0,1
F,WHITE,NY,Low,PUBLIC,NONE,BIO,1440,4.5,4.5,[],[],[],NA,,,,0,0,0
OTHER,ASIAN,TX,Low,PUBLIC,NONE,ENG,1560,5,2.5,['*CASE WESTERN'],[],"['*BERKELEY', '*GEORGIA TECH', '*PURDUE', '*USC', '*UCD', '*UIUC', '*HARVEY MUDD']",NA,CASE WESTERN,,"BERKELEY, GEORGIA TECH, PURDUE, USC, UCD, UIUC, HARVEY MUDD",1,0,7
M,ASIAN,LA,High,PUBLIC,NONE,BUSINESS,1530,8.5,2.5,['*UPENN'],['*USC'],['*YALE'],NA,UPENN,USC,YALE,1,1,1
M,BLACK,NY,Low,NA,URM,BIO,1450,7.5,7.8,[],[],"['*HARVARD', '*YALE', '*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*PRINCETON', '*DARTMOUTH', '*UPENN', '*CASE WESTERN', '*UCHICAGO']",NA,,,"HARVARD, YALE, BROWN, NORTHWESTERN, COLUMBIA, PRINCETON, DARTMOUTH, UPENN, CASE WESTERN, UCHICAGO",0,0,10
M,WHITE,PA,Low,PUBLIC,FIRST-GEN,CS,1470,6,4.5,['*UPENN'],['*PURDUE'],"['*PURDUE', '*UMICH']",NA,UPENN,PURDUE,"PURDUE, UMICH",1,1,2
M,WHITE,PA,Low,PUBLIC,FIRST-GEN,CS,1470,6.5,4.5,['*UPENN'],['*PURDUE'],"['*PURDUE', '*UMICH']",NA,UPENN,PURDUE,"PURDUE, UMICH",1,1,2
M,WHITE,PA,Low,PUBLIC,FIRST-GEN,CS,1470,6,4.5,['*UPENN'],['*PURDUE'],"['*PURDUE', '*UMICH']",NA,UPENN,PURDUE,"PURDUE, UMICH",1,1,2
M,WHITE,GA,Low,NA,NONE,HISTORY,1350,4.5,7.5,['*UMICH'],[],['*UMICH'],NA,UMICH,,UMICH,1,0,1
M,WHITE,OR,Low,PUBLIC,NONE,ENG,1520,1.5,6.5,[],[],"['*UCLA', '*HARVARD', '*BROWN', '*STANFORD', '*COLUMBIA', '*BERKELEY', '*MIT', '*GEORGIA TECH', '*VIRGINIA TECH', '*UVA']",NA,,,"UCLA, HARVARD, BROWN, STANFORD, COLUMBIA, BERKELEY, MIT, GEORGIA TECH, VIRGINIA TECH, UVA",0,0,10
M,ASIAN,CA,Low,PRIVATE,NONE,CS,1600,7.5,6.5,"['*GEORGIA TECH', '*PURDUE', '*UIUC', '*UW MADISON']",[],['*PRINCETON'],NA,"GEORGIA TECH, PURDUE, UIUC, UW MADISON",,PRINCETON,4,0,1
F,WHITE,IN,Low,PUBLIC,FIRST-GEN,NA,1350,5.5,7.5,"['*BROWN', '*UVA', '*TAMU']",[],"['*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*JOHNS HOPKINS', '*RICE', '*POMONA', '*VANDERBILT', '*USC', '*COLGATE', '*UCHICAGO']",NA,"BROWN, UVA, TAMU",,"STANFORD, NORTHWESTERN, COLUMBIA, DUKE, JOHNS HOPKINS, RICE, POMONA, VANDERBILT, USC, COLGATE, UCHICAGO",3,0,11
M,BLACK,GA,Low,PUBLIC,URM,CS,1460,5.5,6.5,"['*GEORGIA TECH', '*UIUC']",[],"['*PRINCETON', '*UCHICAGO']",NA,"GEORGIA TECH, UIUC",,"PRINCETON, UCHICAGO",2,0,2
M,WHITE,GA,High,PUBLIC,NONE,NA,1520,2.5,4.2,"['*GEORGIA TECH', '*DARTMOUTH']",[],[],NA,"GEORGIA TECH, DARTMOUTH",,,2,0,0
M,HISPANIC,NC,Low,PRIVATE,URM,NA,1450,1,6.2,[],['*RUTGERS'],[],NA,,RUTGERS,,0,1,0
M,ASIAN,IL,Low,PUBLIC,NONE,ENG,1510,1,2.5,"['*PURDUE', '*UPENN', '*CASE WESTERN', '*UIUC']",[],"['*PURDUE', '*UIUC']",NA,"PURDUE, UPENN, CASE WESTERN, UIUC",,"PURDUE, UIUC",4,0,2
F,WHITE,CO,Low,NA,FIRST-GEN,CS,1600,5,1.5,['*MIT'],[],['*JOHNS HOPKINS'],NA,MIT,,JOHNS HOPKINS,1,0,1
F,ASIAN,MI,Low,PUBLIC,URM,BUSINESS,1370,7.5,6.5,"['*STANFORD', '*UMICH', '*USC', '*TULANE', '*UCHICAGO']",[],"['*UCLA', '*COLUMBIA', '*BERKELEY', '*UPENN', '*UIUC']",NA,"STANFORD, UMICH, USC, TULANE, UCHICAGO",,"UCLA, COLUMBIA, BERKELEY, UPENN, UIUC",5,0,5
M,ASIAN,GA,Low,PUBLIC,NONE,CS,1470,5,2.5,[],[],['*GEORGIA TECH'],NA,,,GEORGIA TECH,0,0,1
M,WHITE,MI,High,PUBLIC,LEGACY,CS,1510,7.5,7,"['*BROWN', '*CORNELL', '*CMU', '*UPENN']",[],"['*YALE', '*STANFORD', '*PRINCETON', '*MIT', '*SWARTHMORE', '*TUFTS']",NA,"BROWN, CORNELL, CMU, UPENN",,"YALE, STANFORD, PRINCETON, MIT, SWARTHMORE, TUFTS",4,0,6
F,BLACK,TX,High,CHARTER,NONE,ENG,1280,5.5,1,['*RUTGERS'],[],"['*CORNELL', '*GEORGIA TECH', '*CASE WESTERN', '*UIUC', '*UT-AUSTIN', '*VIRGINIA TECH', '*UVA']",NA,RUTGERS,,"CORNELL, GEORGIA TECH, CASE WESTERN, UIUC, UT-AUSTIN, VIRGINIA TECH, UVA",1,0,7
M,WHITE,IL,Low,NA,NONE,CS,1530,5.5,1,"['*PURDUE', '*UMICH', '*UW MADISON']",[],"['*GEORGIA TECH', '*CMU', '*UIUC', '*WASHU']",NA,"PURDUE, UMICH, UW MADISON",,"GEORGIA TECH, CMU, UIUC, WASHU",3,0,4
M,WHITE,IL,Low,NA,NONE,CS,1530,5.5,1,"['*PURDUE', '*UMICH', '*UW MADISON']",[],"['*GEORGIA TECH', '*CMU', '*UIUC', '*WASHU']",NA,"PURDUE, UMICH, UW MADISON",,"GEORGIA TECH, CMU, UIUC, WASHU",3,0,4
M,ASIAN,IN,Low,NA,NONE,NA,1540,6.5,4.5,['*UCHICAGO'],[],['*CASE WESTERN'],NA,UCHICAGO,,CASE WESTERN,1,0,1
F,ASIAN,CA,Low,NA,NONE,CS,1460,3.5,9,['*UIUC'],[],[],NA,UIUC,,,1,0,0
F,ASIAN,CA,Low,NA,NONE,CS,1500,6.5,6.5,"['*PURDUE', '*UPENN', '*UMICH', '*UIUC', '*RUTGERS', '*NORTHEASTERN', '*UW MADISON', '*ARIZONA STATE']",[],"['*UCLA', '*STANFORD', '*CORNELL', '*GEORGIA TECH', '*UPENN', '*UCI']",NA,"PURDUE, UPENN, UMICH, UIUC, RUTGERS, NORTHEASTERN, UW MADISON, ARIZONA STATE",,"UCLA, STANFORD, CORNELL, GEORGIA TECH, UPENN, UCI",8,0,6
NB,ASIAN,NY,Low,NA,NONE,HISTORY,1580,6,2.3,['*UW MADISON'],[],"['*UMICH', '*UCHICAGO']",NA,UW MADISON,,"UMICH, UCHICAGO",1,0,2
M,ASIAN,GA,Low,PUBLIC,NONE,CS,1520,7.5,2,"['*PURDUE', '*UMICH']",[],"['*HARVARD', '*STANFORD', '*CMU', '*UMICH']",NA,"PURDUE, UMICH",,"HARVARD, STANFORD, CMU, UMICH",2,0,4
M,ASIAN,TX,Low,PUBLIC,NONE,CS,1510,5,4.5,"['*PURDUE', '*NORTHEASTERN', '*ARIZONA STATE', '*TAMU']",[],"['*GEORGIA TECH', '*CMU', '*EMORY', '*UIUC', '*UT-AUSTIN', '*TUFTS', '*TAMU']",NA,"PURDUE, NORTHEASTERN, ARIZONA STATE, TAMU",,"GEORGIA TECH, CMU, EMORY, UIUC, UT-AUSTIN, TUFTS, TAMU",4,0,7
OTHER,WHITE,IN,High,PUBLIC,NONE,BUSINESS,1520,7.5,9.2,[],"['*UMICH', '*UCHICAGO']","['*PRINCETON', '*UPENN', '*UT-AUSTIN']",NA,,"UMICH, UCHICAGO","PRINCETON, UPENN, UT-AUSTIN",0,2,3
F,ASIAN,CA,High,PUBLIC,URM,NA,1580,8.5,9.5,"['*HARVARD', '*YALE', '*BROWN', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*DARTMOUTH', '*UPENN']",[],[],NA,"HARVARD, YALE, BROWN, COLUMBIA, CORNELL, PRINCETON, DARTMOUTH, UPENN",,,8,0,0
M,WHITE,IN,Low,NA,NONE,CS,1470,2.5,5.7,"['*PURDUE', '*UIUC', '*NORTHEASTERN']",[],"['*NORTHWESTERN', '*UVA']",NA,"PURDUE, UIUC, NORTHEASTERN",,"NORTHWESTERN, UVA",3,0,2
F,BLACK,IL,High,PUBLIC,URM,CS,1520,6.5,4.5,"['*GEORGIA TECH', '*UMICH', '*UIUC', '*VIRGINIA TECH', '*UVA']",[],[],NA,"GEORGIA TECH, UMICH, UIUC, VIRGINIA TECH, UVA",,,5,0,0
F,ASIAN,VA,Low,PUBLIC,NONE,CS,1460,2.5,6.5,"['*NORTHEASTERN', '*UVA']",[],[],NA,"NORTHEASTERN, UVA",,,2,0,0
M,ASIAN,CA,High,PUBLIC,NONE,CS,1540,6.5,7.8,"['*PURDUE', '*UMICH', '*UIUC', '*NORTHEASTERN']",[],"['*UCLA', '*YALE', '*STANFORD', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*UCSD', '*GEORGIA TECH', '*CMU', '*VANDERBILT', '*UPENN', '*UCI']",NA,"PURDUE, UMICH, UIUC, NORTHEASTERN",,"UCLA, YALE, STANFORD, COLUMBIA, CORNELL, BERKELEY, DUKE, UCSD, GEORGIA TECH, CMU, VANDERBILT, UPENN, UCI",4,0,13
M,ASIAN,MI,Middle,PUBLIC,NONE,CS,1550,7.5,6.5,"['*GEORGIA TECH', '*PURDUE', '*UMICH', '*UIUC']",['*CALTECH'],['*CMU'],NA,"GEORGIA TECH, PURDUE, UMICH, UIUC",CALTECH,CMU,4,1,1
F,WHITE,CA,High,PUBLIC,NONE,ENG,1520,4.5,4.5,[],[],[],NA,,,,0,0,0
M,ASIAN,TX,Low,NA,NONE,CS,1330,6,2.5,"['*PURDUE', '*UMICH', '*UT-AUSTIN', '*UT-DALLAS']",[],"['*UIUC', '*TAMU']",NA,"PURDUE, UMICH, UT-AUSTIN, UT-DALLAS",,"UIUC, TAMU",4,0,2
M,BLACK,NC,High,NA,URM,CS,1570,6.5,6.8,"['*STANFORD', '*PURDUE', '*UNC CHAPEL HILL']",[],"['*STANFORD', '*MIT', '*GEORGIA TECH', '*UT-AUSTIN']",NA,"STANFORD, PURDUE, UNC CHAPEL HILL",,"STANFORD, MIT, GEORGIA TECH, UT-AUSTIN",3,0,4
F,ASIAN,UT,Middle,PUBLIC,NONE,BUSINESS,1590,7.5,7.8,"['*YALE', '*UVA']",[],[],NA,"YALE, UVA",,,2,0,0
F,ASIAN,CA,High,NA,NONE,PREMED,1540,2.5,7.5,['*JOHNS HOPKINS'],[],[],NA,JOHNS HOPKINS,,,1,0,0
F,ASIAN,UT,Middle,PUBLIC,NONE,CS,1560,7,4.5,"['*PURDUE', '*UMICH', '*USC', '*UIUC', '*NORTHEASTERN']",[],"['*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*DUKE', '*PRINCETON', '*GEORGIA TECH', '*CMU', '*RICE', '*VANDERBILT', '*WASHU', '*TUFTS', '*UCHICAGO']",NA,"PURDUE, UMICH, USC, UIUC, NORTHEASTERN",,"HARVARD, YALE, STANFORD, NORTHWESTERN, CORNELL, DUKE, PRINCETON, GEORGIA TECH, CMU, RICE, VANDERBILT, WASHU, TUFTS, UCHICAGO",5,0,14
M,BLACK,AZ,Middle,PUBLIC,URM,CS,1510,1,6.5,"['*GEORGIA TECH', '*PURDUE', '*UMICH', '*USC', '*NORTHEASTERN', '*ARIZONA STATE']",[],['*CORNELL'],NA,"GEORGIA TECH, PURDUE, UMICH, USC, NORTHEASTERN, ARIZONA STATE",,CORNELL,6,0,1
M,ASIAN,CA,Low,PUBLIC,FIRST-GEN,ENG,1540,7.5,7.5,"['*PURDUE', '*UMICH', '*USC', '*NORTHEASTERN', '*UW MADISON']",[],"['*CORNELL', '*UIUC', '*WASHU', '*UNC CHAPEL HILL', '*UVA']",NA,"PURDUE, UMICH, USC, NORTHEASTERN, UW MADISON",,"CORNELL, UIUC, WASHU, UNC CHAPEL HILL, UVA",5,0,5
F,ASIAN,GA,Low,PUBLIC,NONE,NA,1570,7.5,4.5,"['*GEORGIA TECH', '*PURDUE', '*UMICH']",[],"['*BERKELEY', '*MIT', '*UIUC']",NA,"GEORGIA TECH, PURDUE, UMICH",,"BERKELEY, MIT, UIUC",3,0,3
F,ASIAN,WA,NA,PUBLIC,NONE,BUSINESS,1420,7.5,6.5,"['*CORNELL', '*MIT', '*FORDHAM', '*RUTGERS', '*NORTHEASTERN']",['*UNC CHAPEL HILL'],"['*UCLA', '*NORTHWESTERN', '*CORNELL', '*DARTMOUTH', '*VANDERBILT', '*NYU', '*UMICH', '*UCD', '*TULANE', '*UVA']",NA,"CORNELL, MIT, FORDHAM, RUTGERS, NORTHEASTERN",UNC CHAPEL HILL,"UCLA, NORTHWESTERN, CORNELL, DARTMOUTH, VANDERBILT, NYU, UMICH, UCD, TULANE, UVA",5,1,10
M,HISPANIC,CA,Low,NA,NONE,ENG,1310,6,0,[],[],['*UT-AUSTIN'],NA,,,UT-AUSTIN,0,0,1
F,ASIAN,CA,High,PRIVATE,NONE,NA,1370,8.5,6.8,"['*UCLA', '*USC', '*UCD', '*UCSC']",[],['*UCI'],NA,"UCLA, USC, UCD, UCSC",,UCI,4,0,1
M,ASIAN,VA,Low,NA,NONE,ENVIRONMENTAL STUDIES,1100,2,1.5,['*UVA'],[],[],NA,UVA,,,1,0,0
M,ASIAN,IN,Low,NA,FIRST-GEN,CS,1530,8.5,6.5,"['*PURDUE', '*USC', '*UIUC', '*UNC CHAPEL HILL', '*UVA']",[],"['*CORNELL', '*GEORGIA TECH']",NA,"PURDUE, USC, UIUC, UNC CHAPEL HILL, UVA",,"CORNELL, GEORGIA TECH",5,0,2
M,ASIAN,FL,Low,PRIVATE,NONE,CS,1590,9.5,6.5,['*HARVARD'],[],"['*STANFORD', '*BERKELEY', '*DUKE', '*MIT', '*VANDERBILT', '*UT-AUSTIN']",NA,HARVARD,,"STANFORD, BERKELEY, DUKE, MIT, VANDERBILT, UT-AUSTIN",1,0,6
M,WHITE,OR,High,PUBLIC,NONE,CS,1520,8.5,8.5,['*UPENN'],[],"['*UCLA', '*BERKELEY', '*GEORGIA TECH', '*PURDUE', '*UPENN', '*UMICH', '*VIRGINIA TECH', '*UVA']",NA,UPENN,,"UCLA, BERKELEY, GEORGIA TECH, PURDUE, UPENN, UMICH, VIRGINIA TECH, UVA",1,0,8
F,ASIAN,MI,Low,PUBLIC,LEGACY,ARTS,1420,1,6.8,"['*UMICH', '*FORDHAM']",[],[],NA,"UMICH, FORDHAM",,,2,0,0
M,ASIAN,IN,Low,PRIVATE,NONE,CS,1520,8.5,7.5,"['*PURDUE', '*UIUC', '*UCHICAGO']",[],"['*NORTHWESTERN', '*CORNELL', '*CALTECH', '*RICE', '*NYU', '*WASHU']",NA,"PURDUE, UIUC, UCHICAGO",,"NORTHWESTERN, CORNELL, CALTECH, RICE, NYU, WASHU",3,0,6
F,ASIAN,CA,High,PUBLIC,LEGACY,ENG,1560,5,6.5,"['*POMONA', '*CASE WESTERN', '*USC', '*San Jose State University', '*NORTHEASTERN', '*ARIZONA STATE']",[],"['*UCSD', '*GEORGIA TECH', '*UIUC', '*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*UW MADISON', '*TUFTS', '*UNC CHAPEL HILL']",NA,"POMONA, CASE WESTERN, USC, San Jose State University, NORTHEASTERN, ARIZONA STATE",,"UCSD, GEORGIA TECH, UIUC, BOSTON UNIVERSITY, BOSTON COLLEGE, UW MADISON, TUFTS, UNC CHAPEL HILL",6,0,8
M,ASIAN,MI,High,PRIVATE,NONE,BIO,1530,6.5,4,"['*NYU', '*TULANE']",[],[],NA,"NYU, TULANE",,,2,0,0
M,BLACK,CA,Low,PUBLIC,NONE,CS,1370,1,2.5,"['*ARIZONA STATE', '*TAMU']",[],"['*GEORGIA TECH', '*UT-AUSTIN']",NA,"ARIZONA STATE, TAMU",,"GEORGIA TECH, UT-AUSTIN",2,0,2
M,ASIAN,INTERNATIONAL,Low,PRIVATE,NONE,CS,1450,2,0,"['*PURDUE', '*UPENN', '*UCD', '*UIUC', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*UCI']","['*NYU', '*UW MADISON']","['*UCLA', '*BROWN', '*NORTHWESTERN', '*CORNELL']",NA,"PURDUE, UPENN, UCD, UIUC, BOSTON UNIVERSITY, NORTHEASTERN, UCI","NYU, UW MADISON","UCLA, BROWN, NORTHWESTERN, CORNELL",7,2,4
F,ASIAN,OR,Low,PUBLIC,NONE,CS,1530,3.5,6.5,"['*JOHNS HOPKINS', '*UIUC']",[],"['*BROWN', '*USC', '*NORTHEASTERN']",NA,"JOHNS HOPKINS, UIUC",,"BROWN, USC, NORTHEASTERN",2,0,3
F,ASIAN,IN,Low,PUBLIC,NONE,NA,1540,5.5,1,"['*PURDUE', '*UPENN', '*UW MADISON', '*TAMU']",[],['*UT-AUSTIN'],NA,"PURDUE, UPENN, UW MADISON, TAMU",,UT-AUSTIN,4,0,1
F,ASIAN,CA,Middle,PUBLIC,FIRST-GEN,CS,1530,6.5,2.5,"['*BERKELEY', '*MIT', '*San Jose State University']",[],"['*STANFORD', '*CALTECH', '*CMU', '*UPENN', '*UMICH', '*USC', '*UCD', '*UCSC']",NA,"BERKELEY, MIT, San Jose State University",,"STANFORD, CALTECH, CMU, UPENN, UMICH, USC, UCD, UCSC",3,0,8
M,ASIAN,FL,Low,NA,NONE,ENG,1590,7.5,7.5,[],['*MIT'],"['*UCLA', '*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*BERKELEY', '*DUKE', '*PRINCETON', '*CALTECH', '*CMU', '*UIUC', '*UT-AUSTIN', '*NORTHEASTERN']",NA,,MIT,"UCLA, HARVARD, YALE, STANFORD, COLUMBIA, BERKELEY, DUKE, PRINCETON, CALTECH, CMU, UIUC, UT-AUSTIN, NORTHEASTERN",0,1,13
M,ASIAN,MO,Low,NA,LEGACY,ENG,1580,6.5,7.6,"['*COLUMBIA', '*UMICH', '*UIUC', '*UT-AUSTIN']",[],[],NA,"COLUMBIA, UMICH, UIUC, UT-AUSTIN",,,4,0,0
M,ASIAN,CA,Low,PUBLIC,FIRST-GEN,CS,1360,2,7.5,[],[],"['*HARVARD', '*VANDERBILT', '*UPENN']",NA,,,"HARVARD, VANDERBILT, UPENN",0,0,3
M,ASIAN,NA,Middle,NA,NONE,ENG,1420,6,8.6,"['*YALE', '*GEORGIA TECH', '*PURDUE', '*UMICH', '*UIUC', '*UT-AUSTIN', '*NORTHEASTERN', '*UVA']",[],['*UNC CHAPEL HILL'],NA,"YALE, GEORGIA TECH, PURDUE, UMICH, UIUC, UT-AUSTIN, NORTHEASTERN, UVA",,UNC CHAPEL HILL,8,0,1
M,BLACK,GA,High,PRIVATE,URM,SOCIAL SCIENCES,1380,2,3.5,[],['*USC'],"['*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*GEORGIA TECH', '*DARTMOUTH', '*CMU', '*RICE', '*UPENN', '*EMORY', '*WASHU', '*FORDHAM', '*UNC CHAPEL HILL']",NA,,USC,"BROWN, NORTHWESTERN, COLUMBIA, DUKE, GEORGIA TECH, DARTMOUTH, CMU, RICE, UPENN, EMORY, WASHU, FORDHAM, UNC CHAPEL HILL",0,1,13
M,WHITE,FL,Low,NA,NONE,HISTORY,1340,2,2.5,[],[],[],NA,,,,0,0,0
F,WHITE,FL,Low,NA,LEGACY,BIO,1320,6,6.5,[],[],[],NA,,,,0,0,0
M,WHITE,FL,Low,NA,FIRST-GEN,ENG,1550,8.5,1,"['*BOSTON COLLEGE', '*UVA']",['*NORTHEASTERN'],"['*EMORY', '*WASHU', '*UVA']",NA,"BOSTON COLLEGE, UVA",NORTHEASTERN,"EMORY, WASHU, UVA",2,1,3
F,ASIAN,WA,Low,PRIVATE,NONE,ENG,1210,5,2.5,"['*PURDUE', '*TULANE']",[],['*PURDUE'],NA,"PURDUE, TULANE",,PURDUE,2,0,1
M,WHITE,NA,High,PUBLIC,NONE,ENG,1520,6.5,8.5,"['*UMICH', '*UVA']",[],"['*NORTHWESTERN', '*CORNELL', '*UVA']",NA,"UMICH, UVA",,"NORTHWESTERN, CORNELL, UVA",2,0,3
F,BLACK,NY,Low,PUBLIC,NONE,NA,1070,1,2.5,[],[],"['*MIT', '*NYU']",NA,,,"MIT, NYU",0,0,2
M,BLACK,MI,Low,LARGE,NONE,ENG,1250,3.5,4.5,"['*PURDUE', '*ARIZONA STATE']",[],[],NA,"PURDUE, ARIZONA STATE",,,2,0,0
M,WHITE,MI,High,PUBLIC,NONE,ENG,1510,5.5,6.8,"['*PURDUE', '*UCHICAGO']",[],"['*YALE', '*DUKE', '*DARTMOUTH', '*WILLIAMS', '*WASHU']",NA,"PURDUE, UCHICAGO",,"YALE, DUKE, DARTMOUTH, WILLIAMS, WASHU",2,0,5
F,BLACK,MI,High,NA,FIRST-GEN,ENG,1100,5.5,2.5,['*UPENN'],[],[],NA,UPENN,,,1,0,0
M,BLACK,IA,High,PRIVATE,URM,CS,1550,1,6.5,"['*VIRGINIA TECH', '*UVA', '*UCI', '*UCM']","['*HARVARD', '*GEORGIA TECH', '*UMICH', '*UIUC']","['*UCLA', '*HARVARD', '*YALE', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*PRINCETON', '*CALTECH', '*GEORGIA TECH', '*CMU', '*PURDUE', '*UPENN', '*UMICH', '*BOSTON UNIVERSITY', '*UT-AUSTIN']",NA,"VIRGINIA TECH, UVA, UCI, UCM","HARVARD, GEORGIA TECH, UMICH, UIUC","UCLA, HARVARD, YALE, COLUMBIA, CORNELL, BERKELEY, DUKE, PRINCETON, CALTECH, GEORGIA TECH, CMU, PURDUE, UPENN, UMICH, BOSTON UNIVERSITY, UT-AUSTIN",4,4,16
F,ASIAN,GA,High,PUBLIC,NONE,CS,1550,6.5,6.3,['*UCR'],"['*UCSD', '*UCSC', '*UCI']","['*UCLA', '*STANFORD', '*BERKELEY', '*MIT', '*JOHNS HOPKINS', '*CMU', '*UCSB', '*UCD', '*TUFTS']",NA,UCR,"UCSD, UCSC, UCI","UCLA, STANFORD, BERKELEY, MIT, JOHNS HOPKINS, CMU, UCSB, UCD, TUFTS",1,3,9
F,ASIAN,NA,Low,PUBLIC,NONE,CS,1540,7.5,2.5,"['*NORTHWESTERN', '*PRINCETON', '*GEORGIA TECH', '*CMU', '*UMICH', '*UIUC']",[],"['*HARVARD', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*PRINCETON', '*MIT', '*JOHNS HOPKINS', '*SWARTHMORE', '*CMU', '*WILLIAMS']",NA,"NORTHWESTERN, PRINCETON, GEORGIA TECH, CMU, UMICH, UIUC",,"HARVARD, STANFORD, NORTHWESTERN, CORNELL, PRINCETON, MIT, JOHNS HOPKINS, SWARTHMORE, CMU, WILLIAMS",6,0,10
M,ASIAN,GA,Low,PRIVATE,NONE,PREMED,1470,7.5,4.7,['*PURDUE'],[],"['*DUKE', '*PRINCETON', '*DARTMOUTH', '*EMORY', '*UVA']",NA,PURDUE,,"DUKE, PRINCETON, DARTMOUTH, EMORY, UVA",1,0,5
M,ASIAN,IN,High,PRIVATE,NONE,BUSINESS,1560,5,8,"['*UCLA', '*UMICH', '*NORTHEASTERN', '*UCI']",['*CORNELL'],"['*YALE', '*CORNELL', '*UPENN', '*TUFTS', '*UCHICAGO', '*UVA']",NA,"UCLA, UMICH, NORTHEASTERN, UCI",CORNELL,"YALE, CORNELL, UPENN, TUFTS, UCHICAGO, UVA",4,1,6
M,ASIAN,IL,Low,PUBLIC,NONE,CS,1530,7.5,4.5,"['*NORTHWESTERN', '*TAMU']",[],[],NA,"NORTHWESTERN, TAMU",,,2,0,0
M,HISPANIC,CA,Low,PUBLIC,NONE,ENG,1370,5,2.5,"['*UCLA', '*PURDUE', '*POMONA', '*USC', '*UCSB']",['*PURDUE'],"['*YALE', '*TULANE']",NA,"UCLA, PURDUE, POMONA, USC, UCSB",PURDUE,"YALE, TULANE",5,1,2
M,ASIAN,CA,NA,PUBLIC,NONE,ENG,1580,2.5,3,"['*UCSD', '*MIT', '*PURDUE', '*UCSB', '*UCD', '*UCSC', '*TAMU']","['*UCLA', '*UMICH', '*UW MADISON']","['*MIT', '*GEORGIA TECH', '*UIUC']",NA,"UCSD, MIT, PURDUE, UCSB, UCD, UCSC, TAMU","UCLA, UMICH, UW MADISON","MIT, GEORGIA TECH, UIUC",7,3,3
F,ASIAN,IL,NA,INTERNATIONAL,NONE,CS,1460,5,2.5,"['*UCD', '*FORDHAM', '*NORTHEASTERN', '*UVA']",['*UCSD'],"['*NORTHWESTERN', '*BERKELEY', '*BOSTON UNIVERSITY', '*CLAREMONT MCKENNA']",NA,"UCD, FORDHAM, NORTHEASTERN, UVA",UCSD,"NORTHWESTERN, BERKELEY, BOSTON UNIVERSITY, CLAREMONT MCKENNA",4,1,4
F,ASIAN,CA,Low,PUBLIC,FIRST-GEN,CS,1530,6.5,8.2,"['*UCLA', '*BERKELEY', '*MIT', '*UCD', '*UCSC', '*San Jose State University']",['*JOHNS HOPKINS'],"['*STANFORD', '*MIT', '*CALTECH', '*CMU', '*POMONA', '*UPENN', '*UMICH', '*USC', '*UCI']",NA,"UCLA, BERKELEY, MIT, UCD, UCSC, San Jose State University",JOHNS HOPKINS,"STANFORD, MIT, CALTECH, CMU, POMONA, UPENN, UMICH, USC, UCI",6,1,9
M,WHITE,MA,High,PUBLIC,NONE,CS,1210,6,6.5,['*DARTMOUTH'],['*COLUMBIA'],"['*PURDUE', '*NORTHEASTERN']",NA,DARTMOUTH,COLUMBIA,"PURDUE, NORTHEASTERN",1,1,2
M,ASIAN,PA,High,PUBLIC,NONE,PSYCH,1320,5,3.5,['*UPENN'],[],[],NA,UPENN,,,1,0,0
NB,BLACK,OR,Low,PRIVATE,LEGACY,POLISCI,1530,6.5,4.5,['*HARVARD'],"['*STANFORD', '*PRINCETON']",['*YALE'],NA,HARVARD,"STANFORD, PRINCETON",YALE,1,2,1
M,WHITE,UT,High,PUBLIC,NONE,PREMED,1340,4,4.2,"['*UT-AUSTIN', '*FORDHAM']",[],[],NA,"UT-AUSTIN, FORDHAM",,,2,0,0
