student_id,gender,race,residence,income,school_type,hooks,major,sat,ec_awards,essay_lor_interview,target_college,accepted
477,F,ASIAN,UT,Low,PUBLIC,NONE,SOCIAL SCIENCES,1420,7.5,6.8,WILLIAMS,0
477,F,ASIAN,UT,Low,PUBLIC,NONE,SOCIAL SCIENCES,1420,7.5,6.8,TUFTS,0
478,F,WHITE,NY,Middle,PRIVATE,NONE,CS,1470,6.5,6.2,HARVARD,0
478,F,WHITE,NY,Middle,PRIVATE,NONE,CS,1470,6.5,6.2,YALE,0
478,F,WHITE,NY,Middle,PRIVATE,NONE,CS,1470,6.5,6.2,COLUMBIA,0
478,F,WHITE,NY,Middle,PRIVATE,NONE,CS,1470,6.5,6.2,PRINCETON,0
478,F,WHITE,NY,Middle,PRIVATE,NONE,CS,1470,6.5,6.2,NYU,0
478,F,WHITE,NY,Middle,PRIVATE,NONE,CS,1470,6.5,6.2,UPENN,0
479,M,WHITE,VA,High,PUBLIC,LEGACY,HUMANITIES,1400,3,6.7,BROWN,0
479,M,WHITE,VA,High,PUBLIC,LEGACY,HUMANITIES,1400,3,6.7,NORTHWESTERN,0
479,M,WHITE,VA,High,PUBLIC,LEGACY,HUMANITIES,1400,3,6.7,DARTMOUTH,0
479,M,WHITE,VA,High,PUBLIC,LEGACY,HUMANITIES,1400,3,6.7,UPENN,0
480,F,ASIAN,WA,Low,PUBLIC,NONE,HUMANITIES,1530,5.5,4.2,BROWN,0
480,F,ASIAN,WA,Low,PUBLIC,NONE,HUMANITIES,1530,5.5,4.2,NORTHWESTERN,0
480,F,ASIAN,WA,Low,PUBLIC,NONE,HUMANITIES,1530,5.5,4.2,COLUMBIA,0
480,F,ASIAN,WA,Low,PUBLIC,NONE,HUMANITIES,1530,5.5,4.2,WILLIAMS,0
480,F,ASIAN,WA,Low,PUBLIC,NONE,HUMANITIES,1530,5.5,4.2,UMICH,0
480,F,ASIAN,WA,Low,PUBLIC,NONE,HUMANITIES,1530,5.5,4.2,UCHICAGO,0
481,F,ASIAN,OR,Low,PUBLIC,NONE,BIO,1570,6.5,4.5,UPENN,0
481,F,ASIAN,OR,Low,PUBLIC,NONE,BIO,1570,6.5,4.5,WASHU,0
481,F,ASIAN,OR,Low,PUBLIC,NONE,BIO,1570,6.5,4.5,TUFTS,0
483,F,WHITE,IL,Low,PUBLIC,NONE,ENG,1530,7.5,6.5,HARVARD,0
483,F,WHITE,IL,Low,PUBLIC,NONE,ENG,1530,7.5,6.5,YALE,0
483,F,WHITE,IL,Low,PUBLIC,NONE,ENG,1530,7.5,6.5,STANFORD,0
483,F,WHITE,IL,Low,PUBLIC,NONE,ENG,1530,7.5,6.5,DUKE,0
483,F,WHITE,IL,Low,PUBLIC,NONE,ENG,1530,7.5,6.5,MIT,0
483,F,WHITE,IL,Low,PUBLIC,NONE,ENG,1530,7.5,6.5,DARTMOUTH,0
483,F,WHITE,IL,Low,PUBLIC,NONE,ENG,1530,7.5,6.5,CMU,0
484,F,ASIAN,OR,High,PUBLIC,NONE,CS,1550,5.5,4.5,BROWN,0
484,F,ASIAN,OR,High,PUBLIC,NONE,CS,1550,5.5,4.5,PRINCETON,0
485,M,WHITE,CA,High,PRIVATE,URM,POLISCI,1550,7.5,7.5,STANFORD,0
485,M,WHITE,CA,High,PRIVATE,URM,POLISCI,1550,7.5,7.5,PRINCETON,0
485,M,WHITE,CA,High,PRIVATE,URM,POLISCI,1550,7.5,7.5,UCI,0
486,M,ASIAN,CA,Middle,PUBLIC,NONE,CHEMISTRY,1550,6,2.5,UCLA,0
486,M,ASIAN,CA,Middle,PUBLIC,NONE,CHEMISTRY,1550,6,2.5,YALE,0
486,M,ASIAN,CA,Middle,PUBLIC,NONE,CHEMISTRY,1550,6,2.5,BROWN,0
486,M,ASIAN,CA,Middle,PUBLIC,NONE,CHEMISTRY,1550,6,2.5,STANFORD,0
486,M,ASIAN,CA,Middle,PUBLIC,NONE,CHEMISTRY,1550,6,2.5,NORTHWESTERN,0
486,M,ASIAN,CA,Middle,PUBLIC,NONE,CHEMISTRY,1550,6,2.5,CORNELL,0
486,M,ASIAN,CA,Middle,PUBLIC,NONE,CHEMISTRY,1550,6,2.5,DUKE,0
486,M,ASIAN,CA,Middle,PUBLIC,NONE,CHEMISTRY,1550,6,2.5,VANDERBILT,0
486,M,ASIAN,CA,Middle,PUBLIC,NONE,CHEMISTRY,1550,6,2.5,UPENN,0
487,M,WHITE,OR,Low,PUBLIC,NONE,CS,1500,8.5,7.5,STANFORD,0
487,M,WHITE,OR,Low,PUBLIC,NONE,CS,1500,8.5,7.5,CORNELL,0
487,M,WHITE,OR,Low,PUBLIC,NONE,CS,1500,8.5,7.5,DUKE,0
487,M,WHITE,OR,Low,PUBLIC,NONE,CS,1500,8.5,7.5,MIT,0
487,M,WHITE,OR,Low,PUBLIC,NONE,CS,1500,8.5,7.5,JOHNS HOPKINS,0
488,F,ASIAN,UT,Middle,INTERNATIONAL,NONE,CS,1590,6.5,4.5,UCLA,0
488,F,ASIAN,UT,Middle,INTERNATIONAL,NONE,CS,1590,6.5,4.5,HARVARD,0
488,F,ASIAN,UT,Middle,INTERNATIONAL,NONE,CS,1590,6.5,4.5,STANFORD,0
488,F,ASIAN,UT,Middle,INTERNATIONAL,NONE,CS,1590,6.5,4.5,CORNELL,0
488,F,ASIAN,UT,Middle,INTERNATIONAL,NONE,CS,1590,6.5,4.5,BERKELEY,0
488,F,ASIAN,UT,Middle,INTERNATIONAL,NONE,CS,1590,6.5,4.5,PRINCETON,0
488,F,ASIAN,UT,Middle,INTERNATIONAL,NONE,CS,1590,6.5,4.5,MIT,0
488,F,ASIAN,UT,Middle,INTERNATIONAL,NONE,CS,1590,6.5,4.5,CALTECH,0
490,M,ASIAN,IN,Low,PRIVATE,NONE,CS,1520,6.5,4.5,HARVARD,0
490,M,ASIAN,IN,Low,PRIVATE,NONE,CS,1520,6.5,4.5,CORNELL,0
490,M,ASIAN,IN,Low,PRIVATE,NONE,CS,1520,6.5,4.5,PRINCETON,0
490,M,ASIAN,IN,Low,PRIVATE,NONE,CS,1520,6.5,4.5,GEORGIA TECH,0
490,M,ASIAN,IN,Low,PRIVATE,NONE,CS,1520,6.5,4.5,UMICH,0
490,M,ASIAN,IN,Low,PRIVATE,NONE,CS,1520,6.5,4.5,USC,0
490,M,ASIAN,IN,Low,PRIVATE,NONE,CS,1520,6.5,4.5,UIUC,0
490,M,ASIAN,IN,Low,PRIVATE,NONE,CS,1520,6.5,4.5,WASHU,0
491,F,ASIAN,NY,Low,MAGNET,FIRST-GEN,POLISCI,1570,7.5,8.5,HARVARD,0
491,F,ASIAN,NY,Low,MAGNET,FIRST-GEN,POLISCI,1570,7.5,8.5,BROWN,0
491,F,ASIAN,NY,Low,MAGNET,FIRST-GEN,POLISCI,1570,7.5,8.5,COLUMBIA,0
491,F,ASIAN,NY,Low,MAGNET,FIRST-GEN,POLISCI,1570,7.5,8.5,PRINCETON,0
491,F,ASIAN,NY,Low,MAGNET,FIRST-GEN,POLISCI,1570,7.5,8.5,MIT,0
491,F,ASIAN,NY,Low,MAGNET,FIRST-GEN,POLISCI,1570,7.5,8.5,NORTHEASTERN,0
492,M,WHITE,VA,Low,PUBLIC,NONE,ENVIRONMENTAL STUDIES,1380,5.5,4.5,CORNELL,0
492,M,WHITE,VA,Low,PUBLIC,NONE,ENVIRONMENTAL STUDIES,1380,5.5,4.5,BERKELEY,0
492,M,WHITE,VA,Low,PUBLIC,NONE,ENVIRONMENTAL STUDIES,1380,5.5,4.5,UMICH,0
493,M,BLACK,TX,Low,PUBLIC,NONE,ENG,1350,6.5,8.5,HARVARD,0
493,M,BLACK,TX,Low,PUBLIC,NONE,ENG,1350,6.5,8.5,YALE,0
493,M,BLACK,TX,Low,PUBLIC,NONE,ENG,1350,6.5,8.5,BROWN,0
493,M,BLACK,TX,Low,PUBLIC,NONE,ENG,1350,6.5,8.5,STANFORD,0
493,M,BLACK,TX,Low,PUBLIC,NONE,ENG,1350,6.5,8.5,COLUMBIA,0
493,M,BLACK,TX,Low,PUBLIC,NONE,ENG,1350,6.5,8.5,CORNELL,0
493,M,BLACK,TX,Low,PUBLIC,NONE,ENG,1350,6.5,8.5,DUKE,0
493,M,BLACK,TX,Low,PUBLIC,NONE,ENG,1350,6.5,8.5,PRINCETON,0
493,M,BLACK,TX,Low,PUBLIC,NONE,ENG,1350,6.5,8.5,MIT,0
493,M,BLACK,TX,Low,PUBLIC,NONE,ENG,1350,6.5,8.5,DARTMOUTH,0
493,M,BLACK,TX,Low,PUBLIC,NONE,ENG,1350,6.5,8.5,UPENN,0
495,F,WHITE,AL,Low,PRIVATE,FIRST-GEN,CS,1430,3,4.5,BROWN,0
495,F,WHITE,AL,Low,PRIVATE,FIRST-GEN,CS,1430,3,4.5,NORTHEASTERN,0
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,HARVARD,0
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,BROWN,0
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,STANFORD,0
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,COLUMBIA,0
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,DUKE,0
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,PRINCETON,0
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,MIT,0
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,CALTECH,0
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,GEORGIA TECH,0
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,JOHNS HOPKINS,0
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,CMU,0
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,PURDUE,0
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,UPENN,0
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,UMICH,0
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,CASE WESTERN,0
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,NORTHEASTERN,0
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,UVA,0
498,F,ASIAN,OR,Low,PUBLIC,NONE,CS,1560,7.5,4.5,DUKE,0
498,F,ASIAN,OR,Low,PUBLIC,NONE,CS,1560,7.5,4.5,GEORGIA TECH,0
498,F,ASIAN,OR,Low,PUBLIC,NONE,CS,1560,7.5,4.5,JOHNS HOPKINS,0
498,F,ASIAN,OR,Low,PUBLIC,NONE,CS,1560,7.5,4.5,PURDUE,0
498,F,ASIAN,OR,Low,PUBLIC,NONE,CS,1560,7.5,4.5,BOSTON UNIVERSITY,0
498,F,ASIAN,OR,Low,PUBLIC,NONE,CS,1560,7.5,4.5,BOSTON COLLEGE,0
498,F,ASIAN,OR,Low,PUBLIC,NONE,CS,1560,7.5,4.5,TUFTS,0
498,F,ASIAN,OR,Low,PUBLIC,NONE,CS,1560,7.5,4.5,UVA,0
499,M,WHITE,TX,High,PUBLIC,NONE,CS,1590,6.5,3.5,STANFORD,0
499,M,WHITE,TX,High,PUBLIC,NONE,CS,1590,6.5,3.5,CORNELL,0
499,M,WHITE,TX,High,PUBLIC,NONE,CS,1590,6.5,3.5,MIT,0
499,M,WHITE,TX,High,PUBLIC,NONE,CS,1590,6.5,3.5,CALTECH,0
499,M,WHITE,TX,High,PUBLIC,NONE,CS,1590,6.5,3.5,UCHICAGO,0
500,F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1530,7.5,4.5,YALE,0
500,F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1530,7.5,4.5,PRINCETON,0
501,F,WHITE,NY,High,PUBLIC,NONE,CS,1510,5.5,2.5,HARVARD,0
501,F,WHITE,NY,High,PUBLIC,NONE,CS,1510,5.5,2.5,YALE,0
501,F,WHITE,NY,High,PUBLIC,NONE,CS,1510,5.5,2.5,COLUMBIA,0
501,F,WHITE,NY,High,PUBLIC,NONE,CS,1510,5.5,2.5,DUKE,0
501,F,WHITE,NY,High,PUBLIC,NONE,CS,1510,5.5,2.5,PRINCETON,0
501,F,WHITE,NY,High,PUBLIC,NONE,CS,1510,5.5,2.5,DARTMOUTH,0
501,F,WHITE,NY,High,PUBLIC,NONE,CS,1510,5.5,2.5,CMU,0
501,F,WHITE,NY,High,PUBLIC,NONE,CS,1510,5.5,2.5,WILLIAMS,0
501,F,WHITE,NY,High,PUBLIC,NONE,CS,1510,5.5,2.5,VANDERBILT,0
502,F,WHITE,MO,Low,PUBLIC,NONE,CS,1450,5,2.5,COLUMBIA,0
502,F,WHITE,MO,Low,PUBLIC,NONE,CS,1450,5,2.5,CORNELL,0
502,F,WHITE,MO,Low,PUBLIC,NONE,CS,1450,5,2.5,DUKE,0
502,F,WHITE,MO,Low,PUBLIC,NONE,CS,1450,5,2.5,MIT,0
502,F,WHITE,MO,Low,PUBLIC,NONE,CS,1450,5,2.5,CALTECH,0
502,F,WHITE,MO,Low,PUBLIC,NONE,CS,1450,5,2.5,POMONA,0
502,F,WHITE,MO,Low,PUBLIC,NONE,CS,1450,5,2.5,VANDERBILT,0
502,F,WHITE,MO,Low,PUBLIC,NONE,CS,1450,5,2.5,NORTHEASTERN,0
505,M,ASIAN,VA,Low,PUBLIC,NONE,CS,1540,6.5,4.5,HARVARD,0
505,M,ASIAN,VA,Low,PUBLIC,NONE,CS,1540,6.5,4.5,YALE,0
505,M,ASIAN,VA,Low,PUBLIC,NONE,CS,1540,6.5,4.5,STANFORD,0
505,M,ASIAN,VA,Low,PUBLIC,NONE,CS,1540,6.5,4.5,MIT,0
505,M,ASIAN,VA,Low,PUBLIC,NONE,CS,1540,6.5,4.5,USC,0
505,M,ASIAN,VA,Low,PUBLIC,NONE,CS,1540,6.5,4.5,NORTHEASTERN,0
506,M,ASIAN,MI,Low,PUBLIC,FIRST-GEN,CS,1550,7.5,7.2,YALE,0
506,M,ASIAN,MI,Low,PUBLIC,FIRST-GEN,CS,1550,7.5,7.2,BROWN,0
506,M,ASIAN,MI,Low,PUBLIC,FIRST-GEN,CS,1550,7.5,7.2,STANFORD,0
506,M,ASIAN,MI,Low,PUBLIC,FIRST-GEN,CS,1550,7.5,7.2,NORTHWESTERN,0
506,M,ASIAN,MI,Low,PUBLIC,FIRST-GEN,CS,1550,7.5,7.2,CALTECH,0
506,M,ASIAN,MI,Low,PUBLIC,FIRST-GEN,CS,1550,7.5,7.2,NORTHEASTERN,0
506,M,ASIAN,MI,Low,PUBLIC,FIRST-GEN,CS,1550,7.5,7.2,UCHICAGO,0
507,F,ASIAN,CA,Low,PRIVATE,URM,ENG,1510,8.5,6.5,NORTHWESTERN,0
507,F,ASIAN,CA,Low,PRIVATE,URM,ENG,1510,8.5,6.5,JOHNS HOPKINS,0
507,F,ASIAN,CA,Low,PRIVATE,URM,ENG,1510,8.5,6.5,RICE,0
507,F,ASIAN,CA,Low,PRIVATE,URM,ENG,1510,8.5,6.5,USC,0
507,F,ASIAN,CA,Low,PRIVATE,URM,ENG,1510,8.5,6.5,UCHICAGO,0
508,M,ASIAN,MI,High,PRIVATE,NONE,CS,1510,6.5,3.7,UCLA,0
508,M,ASIAN,MI,High,PRIVATE,NONE,CS,1510,6.5,3.7,HARVARD,0
508,M,ASIAN,MI,High,PRIVATE,NONE,CS,1510,6.5,3.7,STANFORD,0
508,M,ASIAN,MI,High,PRIVATE,NONE,CS,1510,6.5,3.7,BERKELEY,0
508,M,ASIAN,MI,High,PRIVATE,NONE,CS,1510,6.5,3.7,MIT,0
508,M,ASIAN,MI,High,PRIVATE,NONE,CS,1510,6.5,3.7,CALTECH,0
508,M,ASIAN,MI,High,PRIVATE,NONE,CS,1510,6.5,3.7,CMU,0
508,M,ASIAN,MI,High,PRIVATE,NONE,CS,1510,6.5,3.7,UMICH,0
508,M,ASIAN,MI,High,PRIVATE,NONE,CS,1510,6.5,3.7,USC,0
508,M,ASIAN,MI,High,PRIVATE,NONE,CS,1510,6.5,3.7,UCSB,0
508,M,ASIAN,MI,High,PRIVATE,NONE,CS,1510,6.5,3.7,UIUC,0
508,M,ASIAN,MI,High,PRIVATE,NONE,CS,1510,6.5,3.7,UT-AUSTIN,0
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,UCLA,0
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,BROWN,0
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,STANFORD,0
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,COLUMBIA,0
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,CORNELL,0
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,DUKE,0
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,PRINCETON,0
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,CALTECH,0
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,PURDUE,0
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,RICE,0
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,UPENN,0
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,UMICH,0
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,UCSC,0
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,UIUC,0
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,ARIZONA STATE,0
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,UCM,0
512,F,BLACK,CA,Low,PUBLIC,URM,ENG,1490,7.5,4.7,STANFORD,0
512,F,BLACK,CA,Low,PUBLIC,URM,ENG,1490,7.5,4.7,BERKELEY,0
516,M,ASIAN,MI,Low,CHARTER,LEGACY,BUSINESS,1570,4.5,5.5,UCLA,0
516,M,ASIAN,MI,Low,CHARTER,LEGACY,BUSINESS,1570,4.5,5.5,HARVARD,0
516,M,ASIAN,MI,Low,CHARTER,LEGACY,BUSINESS,1570,4.5,5.5,BERKELEY,0
516,M,ASIAN,MI,Low,CHARTER,LEGACY,BUSINESS,1570,4.5,5.5,UPENN,0
516,M,ASIAN,MI,Low,CHARTER,LEGACY,BUSINESS,1570,4.5,5.5,UNC CHAPEL HILL,0
521,F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1570,6.5,6.5,HARVARD,0
521,F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1570,6.5,6.5,YALE,0
521,F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1570,6.5,6.5,BROWN,0
521,F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1570,6.5,6.5,STANFORD,0
521,F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1570,6.5,6.5,COLUMBIA,0
521,F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1570,6.5,6.5,CORNELL,0
521,F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1570,6.5,6.5,BERKELEY,0
521,F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1570,6.5,6.5,PRINCETON,0
521,F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1570,6.5,6.5,CALTECH,0
521,F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1570,6.5,6.5,NYU,0
521,F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1570,6.5,6.5,UPENN,0
522,F,ASIAN,TX,Low,PUBLIC,LGBT,CS,1560,6.5,3.7,HARVARD,0
522,F,ASIAN,TX,Low,PUBLIC,LGBT,CS,1560,6.5,3.7,NORTHWESTERN,0
522,F,ASIAN,TX,Low,PUBLIC,LGBT,CS,1560,6.5,3.7,COLUMBIA,0
522,F,ASIAN,TX,Low,PUBLIC,LGBT,CS,1560,6.5,3.7,CORNELL,0
522,F,ASIAN,TX,Low,PUBLIC,LGBT,CS,1560,6.5,3.7,MIT,0
522,F,ASIAN,TX,Low,PUBLIC,LGBT,CS,1560,6.5,3.7,UPENN,0
522,F,ASIAN,TX,Low,PUBLIC,LGBT,CS,1560,6.5,3.7,UT-AUSTIN,0
522,F,ASIAN,TX,Low,PUBLIC,LGBT,CS,1560,6.5,3.7,NORTHEASTERN,0
523,F,WHITE,IN,Low,PRIVATE,NONE,CS,1470,7.5,4.2,HARVARD,0
523,F,WHITE,IN,Low,PRIVATE,NONE,CS,1470,7.5,4.2,MIT,0
524,M,WHITE,IA,Low,PRIVATE,LEGACY,CS,1580,8.5,2.5,HARVARD,0
524,M,WHITE,IA,Low,PRIVATE,LEGACY,CS,1580,8.5,2.5,NORTHWESTERN,0
524,M,WHITE,IA,Low,PRIVATE,LEGACY,CS,1580,8.5,2.5,DUKE,0
524,M,WHITE,IA,Low,PRIVATE,LEGACY,CS,1580,8.5,2.5,PRINCETON,0
524,M,WHITE,IA,Low,PRIVATE,LEGACY,CS,1580,8.5,2.5,NORTHEASTERN,0
525,F,ASIAN,UT,Low,PRIVATE,NONE,ENG,1560,1,2.5,UCLA,0
525,F,ASIAN,UT,Low,PRIVATE,NONE,ENG,1560,1,2.5,UCSD,0
525,F,ASIAN,UT,Low,PRIVATE,NONE,ENG,1560,1,2.5,UCSB,0
526,M,ASIAN,CO,Low,PUBLIC,NONE,CS,1450,4.5,6.2,BROWN,0
526,M,ASIAN,CO,Low,PUBLIC,NONE,CS,1450,4.5,6.2,CORNELL,0
526,M,ASIAN,CO,Low,PUBLIC,NONE,CS,1450,4.5,6.2,DUKE,0
526,M,ASIAN,CO,Low,PUBLIC,NONE,CS,1450,4.5,6.2,CMU,0
527,M,ASIAN,MI,Low,PUBLIC,NONE,DESIGN,1520,6.5,7.5,COLUMBIA,0
527,M,ASIAN,MI,Low,PUBLIC,NONE,DESIGN,1520,6.5,7.5,USC,0
527,M,ASIAN,MI,Low,PUBLIC,NONE,DESIGN,1520,6.5,7.5,UT-AUSTIN,0
528,T,WHITE,FL,High,PRIVATE,NONE,CS,1570,1,6.2,TUFTS,0
529,F,WHITE,IN,Low,PUBLIC,URM,ENVIRONMENTAL STUDIES,1360,5.5,4.5,NORTHEASTERN,0
529,F,WHITE,IN,Low,PUBLIC,URM,ENVIRONMENTAL STUDIES,1360,5.5,4.5,COLGATE,0
529,F,WHITE,IN,Low,PUBLIC,URM,ENVIRONMENTAL STUDIES,1360,5.5,4.5,TUFTS,0
531,M,ASIAN,UT,Low,PUBLIC,NONE,ENG,1570,6.5,7.8,HARVARD,0
531,M,ASIAN,UT,Low,PUBLIC,NONE,ENG,1570,6.5,7.8,YALE,0
531,M,ASIAN,UT,Low,PUBLIC,NONE,ENG,1570,6.5,7.8,STANFORD,0
531,M,ASIAN,UT,Low,PUBLIC,NONE,ENG,1570,6.5,7.8,CORNELL,0
531,M,ASIAN,UT,Low,PUBLIC,NONE,ENG,1570,6.5,7.8,UCHICAGO,0
534,M,ASIAN,UT,Low,PUBLIC,FIRST-GEN,ENG,1500,2.5,4.5,NORTHWESTERN,0
534,M,ASIAN,UT,Low,PUBLIC,FIRST-GEN,ENG,1500,2.5,4.5,CORNELL,0
534,M,ASIAN,UT,Low,PUBLIC,FIRST-GEN,ENG,1500,2.5,4.5,PRINCETON,0
534,M,ASIAN,UT,Low,PUBLIC,FIRST-GEN,ENG,1500,2.5,4.5,MIT,0
534,M,ASIAN,UT,Low,PUBLIC,FIRST-GEN,ENG,1500,2.5,4.5,RICE,0
534,M,ASIAN,UT,Low,PUBLIC,FIRST-GEN,ENG,1500,2.5,4.5,CASE WESTERN,0
534,M,ASIAN,UT,Low,PUBLIC,FIRST-GEN,ENG,1500,2.5,4.5,USC,0
534,M,ASIAN,UT,Low,PUBLIC,FIRST-GEN,ENG,1500,2.5,4.5,BOSTON UNIVERSITY,0
534,M,ASIAN,UT,Low,PUBLIC,FIRST-GEN,ENG,1500,2.5,4.5,WASHU,0
534,M,ASIAN,UT,Low,PUBLIC,FIRST-GEN,ENG,1500,2.5,4.5,NORTHEASTERN,0
534,M,ASIAN,UT,Low,PUBLIC,FIRST-GEN,ENG,1500,2.5,4.5,UVA,0
534,M,ASIAN,UT,Low,PUBLIC,FIRST-GEN,ENG,1500,2.5,4.5,ARIZONA STATE,0
535,F,ASIAN,PA,High,PUBLIC,LEGACY,CS,1510,5,6.5,YALE,0
535,F,ASIAN,PA,High,PUBLIC,LEGACY,CS,1510,5,6.5,BROWN,0
535,F,ASIAN,PA,High,PUBLIC,LEGACY,CS,1510,5,6.5,STANFORD,0
535,F,ASIAN,PA,High,PUBLIC,LEGACY,CS,1510,5,6.5,NORTHWESTERN,0
535,F,ASIAN,PA,High,PUBLIC,LEGACY,CS,1510,5,6.5,COLUMBIA,0
535,F,ASIAN,PA,High,PUBLIC,LEGACY,CS,1510,5,6.5,DUKE,0
535,F,ASIAN,PA,High,PUBLIC,LEGACY,CS,1510,5,6.5,DARTMOUTH,0
535,F,ASIAN,PA,High,PUBLIC,LEGACY,CS,1510,5,6.5,NYU,0
535,F,ASIAN,PA,High,PUBLIC,LEGACY,CS,1510,5,6.5,NORTHEASTERN,0
535,F,ASIAN,PA,High,PUBLIC,LEGACY,CS,1510,5,6.5,CLAREMONT MCKENNA,0
536,M,WHITE,MA,High,PRIVATE,NONE,PREMED,1530,6.5,4.7,HARVARD,0
536,M,WHITE,MA,High,PRIVATE,NONE,PREMED,1530,6.5,4.7,NORTHWESTERN,0
536,M,WHITE,MA,High,PRIVATE,NONE,PREMED,1530,6.5,4.7,CORNELL,0
536,M,WHITE,MA,High,PRIVATE,NONE,PREMED,1530,6.5,4.7,SWARTHMORE,0
536,M,WHITE,MA,High,PRIVATE,NONE,PREMED,1530,6.5,4.7,DARTMOUTH,0
536,M,WHITE,MA,High,PRIVATE,NONE,PREMED,1530,6.5,4.7,WILLIAMS,0
536,M,WHITE,MA,High,PRIVATE,NONE,PREMED,1530,6.5,4.7,NYU,0
536,M,WHITE,MA,High,PRIVATE,NONE,PREMED,1530,6.5,4.7,NORTHEASTERN,0
536,M,WHITE,MA,High,PRIVATE,NONE,PREMED,1530,6.5,4.7,TUFTS,0
538,M,ASIAN,CA,Low,PRIVATE,NONE,BUSINESS,1530,3.5,4.8,BROWN,0
538,M,ASIAN,CA,Low,PRIVATE,NONE,BUSINESS,1530,3.5,4.8,NORTHWESTERN,0
538,M,ASIAN,CA,Low,PRIVATE,NONE,BUSINESS,1530,3.5,4.8,BERKELEY,0
538,M,ASIAN,CA,Low,PRIVATE,NONE,BUSINESS,1530,3.5,4.8,DARTMOUTH,0
538,M,ASIAN,CA,Low,PRIVATE,NONE,BUSINESS,1530,3.5,4.8,RICE,0
538,M,ASIAN,CA,Low,PRIVATE,NONE,BUSINESS,1530,3.5,4.8,POMONA,0
538,M,ASIAN,CA,Low,PRIVATE,NONE,BUSINESS,1530,3.5,4.8,UPENN,0
