student_id,gender,race,residence,income,school_type,hooks,major,sat,ec_awards,essay_lor_interview,target_college,accepted
486,M,ASIAN,CA,Middle,PUBLIC,NONE,CHEMISTRY,1550,6,2.5,UCLA,1
486,M,ASIAN,CA,Middle,PUBLIC,NONE,CHEMISTRY,1550,6,2.5,UCD,1
486,M,ASIAN,CA,Middle,PUBLIC,NONE,CHEMISTRY,1550,6,2.5,UCR,1
487,M,WHITE,OR,Low,PUBLIC,NONE,CS,1500,8.5,7.5,YALE,1
487,M,WHITE,OR,Low,PUBLIC,NONE,CS,1500,8.5,7.5,PRINCETON,1
487,M,WHITE,OR,Low,PUBLIC,NONE,CS,1500,8.5,7.5,UPENN,1
488,F,ASIAN,UT,Middle,INTERNATIONAL,NONE,CS,1590,6.5,4.5,CORNELL,1
488,F,ASIAN,UT,Middle,INTERNATIONAL,NONE,CS,1590,6.5,4.5,UCSD,1
488,F,ASIAN,UT,Middle,INTERNATIONAL,NONE,CS,1590,6.5,4.5,UIUC,1
490,M,ASIAN,IN,Low,PRIVATE,NONE,CS,1520,6.5,4.5,GEORGIA TECH,1
490,M,ASIAN,IN,Low,PRIVATE,NONE,CS,1520,6.5,4.5,PURDUE,1
490,M,ASIAN,IN,Low,PRIVATE,NONE,CS,1520,6.5,4.5,UPENN,1
490,M,ASIAN,IN,Low,PRIVATE,NONE,CS,1520,6.5,4.5,CASE WESTERN,1
490,M,ASIAN,IN,Low,PRIVATE,NONE,CS,1520,6.5,4.5,USC,1
490,M,ASIAN,IN,Low,PRIVATE,NONE,CS,1520,6.5,4.5,UIUC,1
490,M,ASIAN,IN,Low,PRIVATE,NONE,CS,1520,6.5,4.5,NORTHEASTERN,1
491,F,ASIAN,NY,Low,MAGNET,FIRST-GEN,POLISCI,1570,7.5,8.5,MIT,1
491,F,ASIAN,NY,Low,MAGNET,FIRST-GEN,POLISCI,1570,7.5,8.5,WILLIAMS,1
491,F,ASIAN,NY,Low,MAGNET,FIRST-GEN,POLISCI,1570,7.5,8.5,FORDHAM,1
492,M,WHITE,VA,Low,PUBLIC,NONE,ENVIRONMENTAL STUDIES,1380,5.5,4.5,UCD,1
492,M,WHITE,VA,Low,PUBLIC,NONE,ENVIRONMENTAL STUDIES,1380,5.5,4.5,UCSC,1
492,M,WHITE,VA,Low,PUBLIC,NONE,ENVIRONMENTAL STUDIES,1380,5.5,4.5,VIRGINIA TECH,1
492,M,WHITE,VA,Low,PUBLIC,NONE,ENVIRONMENTAL STUDIES,1380,5.5,4.5,UVA,1
493,M,BLACK,TX,Low,PUBLIC,NONE,ENG,1350,6.5,8.5,UPENN,1
495,F,WHITE,AL,Low,PRIVATE,FIRST-GEN,CS,1430,3,4.5,COLUMBIA,1
495,F,WHITE,AL,Low,PRIVATE,FIRST-GEN,CS,1430,3,4.5,BOSTON UNIVERSITY,1
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,GEORGIA TECH,1
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,CMU,1
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,PURDUE,1
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,UPENN,1
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,UMICH,1
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,CASE WESTERN,1
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,NORTHEASTERN,1
497,F,ASIAN,MD,Low,PUBLIC,NONE,ENG,1570,7.5,6.5,UVA,1
499,M,WHITE,TX,High,PUBLIC,NONE,CS,1590,6.5,3.5,GEORGIA TECH,1
499,M,WHITE,TX,High,PUBLIC,NONE,CS,1590,6.5,3.5,PURDUE,1
499,M,WHITE,TX,High,PUBLIC,NONE,CS,1590,6.5,3.5,UT-AUSTIN,1
499,M,WHITE,TX,High,PUBLIC,NONE,CS,1590,6.5,3.5,TAMU,1
500,F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1530,7.5,4.5,BERKELEY,1
501,F,WHITE,NY,High,PUBLIC,NONE,CS,1510,5.5,2.5,USC,1
501,F,WHITE,NY,High,PUBLIC,NONE,CS,1510,5.5,2.5,BOSTON COLLEGE,1
501,F,WHITE,NY,High,PUBLIC,NONE,CS,1510,5.5,2.5,FORDHAM,1
501,F,WHITE,NY,High,PUBLIC,NONE,CS,1510,5.5,2.5,NORTHEASTERN,1
501,F,WHITE,NY,High,PUBLIC,NONE,CS,1510,5.5,2.5,COLGATE,1
501,F,WHITE,NY,High,PUBLIC,NONE,CS,1510,5.5,2.5,UVA,1
502,F,WHITE,MO,Low,PUBLIC,NONE,CS,1450,5,2.5,UCLA,1
502,F,WHITE,MO,Low,PUBLIC,NONE,CS,1450,5,2.5,BERKELEY,1
502,F,WHITE,MO,Low,PUBLIC,NONE,CS,1450,5,2.5,NYU,1
502,F,WHITE,MO,Low,PUBLIC,NONE,CS,1450,5,2.5,FORDHAM,1
503,F,BLACK,UT,Low,MAGNET,URM,ENG,1510,7.5,7.5,HARVARD,1
503,F,BLACK,UT,Low,MAGNET,URM,ENG,1510,7.5,7.5,NORTHWESTERN,1
503,F,BLACK,UT,Low,MAGNET,URM,ENG,1510,7.5,7.5,COLUMBIA,1
503,F,BLACK,UT,Low,MAGNET,URM,ENG,1510,7.5,7.5,DUKE,1
503,F,BLACK,UT,Low,MAGNET,URM,ENG,1510,7.5,7.5,PRINCETON,1
503,F,BLACK,UT,Low,MAGNET,URM,ENG,1510,7.5,7.5,JOHNS HOPKINS,1
503,F,BLACK,UT,Low,MAGNET,URM,ENG,1510,7.5,7.5,RICE,1
503,F,BLACK,UT,Low,MAGNET,URM,ENG,1510,7.5,7.5,NYU,1
503,F,BLACK,UT,Low,MAGNET,URM,ENG,1510,7.5,7.5,USC,1
503,F,BLACK,UT,Low,MAGNET,URM,ENG,1510,7.5,7.5,WASHU,1
503,F,BLACK,UT,Low,MAGNET,URM,ENG,1510,7.5,7.5,TUFTS,1
504,NB,WHITE,CA,Low,PUBLIC,NONE,ENG,1560,6.5,3.7,COLUMBIA,1
504,NB,WHITE,CA,Low,PUBLIC,NONE,ENG,1560,6.5,3.7,RICE,1
504,NB,WHITE,CA,Low,PUBLIC,NONE,ENG,1560,6.5,3.7,UCD,1
504,NB,WHITE,CA,Low,PUBLIC,NONE,ENG,1560,6.5,3.7,UCSC,1
505,M,ASIAN,VA,Low,PUBLIC,NONE,CS,1540,6.5,4.5,HARVARD,1
505,M,ASIAN,VA,Low,PUBLIC,NONE,CS,1540,6.5,4.5,BROWN,1
505,M,ASIAN,VA,Low,PUBLIC,NONE,CS,1540,6.5,4.5,RICE,1
505,M,ASIAN,VA,Low,PUBLIC,NONE,CS,1540,6.5,4.5,UPENN,1
505,M,ASIAN,VA,Low,PUBLIC,NONE,CS,1540,6.5,4.5,BOSTON UNIVERSITY,1
505,M,ASIAN,VA,Low,PUBLIC,NONE,CS,1540,6.5,4.5,VIRGINIA TECH,1
505,M,ASIAN,VA,Low,PUBLIC,NONE,CS,1540,6.5,4.5,TUFTS,1
505,M,ASIAN,VA,Low,PUBLIC,NONE,CS,1540,6.5,4.5,UVA,1
506,M,ASIAN,MI,Low,PUBLIC,FIRST-GEN,CS,1550,7.5,7.2,YALE,1
506,M,ASIAN,MI,Low,PUBLIC,FIRST-GEN,CS,1550,7.5,7.2,BROWN,1
506,M,ASIAN,MI,Low,PUBLIC,FIRST-GEN,CS,1550,7.5,7.2,DUKE,1
506,M,ASIAN,MI,Low,PUBLIC,FIRST-GEN,CS,1550,7.5,7.2,GEORGIA TECH,1
507,F,ASIAN,CA,Low,PRIVATE,URM,ENG,1510,8.5,6.5,UCLA,1
507,F,ASIAN,CA,Low,PRIVATE,URM,ENG,1510,8.5,6.5,STANFORD,1
507,F,ASIAN,CA,Low,PRIVATE,URM,ENG,1510,8.5,6.5,COLUMBIA,1
507,F,ASIAN,CA,Low,PRIVATE,URM,ENG,1510,8.5,6.5,BERKELEY,1
507,F,ASIAN,CA,Low,PRIVATE,URM,ENG,1510,8.5,6.5,UCSD,1
507,F,ASIAN,CA,Low,PRIVATE,URM,ENG,1510,8.5,6.5,PURDUE,1
507,F,ASIAN,CA,Low,PRIVATE,URM,ENG,1510,8.5,6.5,UMICH,1
507,F,ASIAN,CA,Low,PRIVATE,URM,ENG,1510,8.5,6.5,EMORY,1
507,F,ASIAN,CA,Low,PRIVATE,URM,ENG,1510,8.5,6.5,UCD,1
507,F,ASIAN,CA,Low,PRIVATE,URM,ENG,1510,8.5,6.5,UCSC,1
507,F,ASIAN,CA,Low,PRIVATE,URM,ENG,1510,8.5,6.5,UCR,1
507,F,ASIAN,CA,Low,PRIVATE,URM,ENG,1510,8.5,6.5,BOSTON UNIVERSITY,1
507,F,ASIAN,CA,Low,PRIVATE,URM,ENG,1510,8.5,6.5,TULANE,1
508,M,ASIAN,MI,High,PRIVATE,NONE,CS,1510,6.5,3.7,UCSD,1
508,M,ASIAN,MI,High,PRIVATE,NONE,CS,1510,6.5,3.7,UMICH,1
508,M,ASIAN,MI,High,PRIVATE,NONE,CS,1510,6.5,3.7,CASE WESTERN,1
508,M,ASIAN,MI,High,PRIVATE,NONE,CS,1510,6.5,3.7,UCD,1
508,M,ASIAN,MI,High,PRIVATE,NONE,CS,1510,6.5,3.7,UCI,1
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,MIT,1
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,RICE,1
511,M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,UPENN,1
512,F,BLACK,CA,Low,PUBLIC,URM,ENG,1490,7.5,4.7,HARVARD,1
512,F,BLACK,CA,Low,PUBLIC,URM,ENG,1490,7.5,4.7,COLUMBIA,1
512,F,BLACK,CA,Low,PUBLIC,URM,ENG,1490,7.5,4.7,UCSD,1
512,F,BLACK,CA,Low,PUBLIC,URM,ENG,1490,7.5,4.7,San Jose State University,1
516,M,ASIAN,MI,Low,CHARTER,LEGACY,BUSINESS,1570,4.5,5.5,NYU,1
516,M,ASIAN,MI,Low,CHARTER,LEGACY,BUSINESS,1570,4.5,5.5,UCI,1
518,F,WHITE,IL,High,PUBLIC,NONE,ENG,1570,7,6.8,CORNELL,1
518,F,WHITE,IL,High,PUBLIC,NONE,ENG,1570,7,6.8,PURDUE,1
518,F,WHITE,IL,High,PUBLIC,NONE,ENG,1570,7,6.8,CASE WESTERN,1
518,F,WHITE,IL,High,PUBLIC,NONE,ENG,1570,7,6.8,UIUC,1
521,F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1570,6.5,6.5,DUKE,1
521,F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1570,6.5,6.5,DARTMOUTH,1
521,F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1570,6.5,6.5,RICE,1
521,F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1570,6.5,6.5,EMORY,1
522,F,ASIAN,TX,Low,PUBLIC,LGBT,CS,1560,6.5,3.7,UMICH,1
522,F,ASIAN,TX,Low,PUBLIC,LGBT,CS,1560,6.5,3.7,CASE WESTERN,1
522,F,ASIAN,TX,Low,PUBLIC,LGBT,CS,1560,6.5,3.7,UT-DALLAS,1
522,F,ASIAN,TX,Low,PUBLIC,LGBT,CS,1560,6.5,3.7,TAMU,1
523,F,WHITE,IN,Low,PRIVATE,NONE,CS,1470,7.5,4.2,YALE,1
523,F,WHITE,IN,Low,PRIVATE,NONE,CS,1470,7.5,4.2,COLUMBIA,1
523,F,WHITE,IN,Low,PRIVATE,NONE,CS,1470,7.5,4.2,CALTECH,1
523,F,WHITE,IN,Low,PRIVATE,NONE,CS,1470,7.5,4.2,PURDUE,1
523,F,WHITE,IN,Low,PRIVATE,NONE,CS,1470,7.5,4.2,UMICH,1
523,F,WHITE,IN,Low,PRIVATE,NONE,CS,1470,7.5,4.2,UCD,1
523,F,WHITE,IN,Low,PRIVATE,NONE,CS,1470,7.5,4.2,HARVEY MUDD,1
524,M,WHITE,IA,Low,PRIVATE,LEGACY,CS,1580,8.5,2.5,YALE,1
524,M,WHITE,IA,Low,PRIVATE,LEGACY,CS,1580,8.5,2.5,STANFORD,1
524,M,WHITE,IA,Low,PRIVATE,LEGACY,CS,1580,8.5,2.5,CORNELL,1
524,M,WHITE,IA,Low,PRIVATE,LEGACY,CS,1580,8.5,2.5,BERKELEY,1
524,M,WHITE,IA,Low,PRIVATE,LEGACY,CS,1580,8.5,2.5,CALTECH,1
525,F,ASIAN,UT,Low,PRIVATE,NONE,ENG,1560,1,2.5,UCR,1
527,M,ASIAN,MI,Low,PUBLIC,NONE,DESIGN,1520,6.5,7.5,CORNELL,1
527,M,ASIAN,MI,Low,PUBLIC,NONE,DESIGN,1520,6.5,7.5,BERKELEY,1
527,M,ASIAN,MI,Low,PUBLIC,NONE,DESIGN,1520,6.5,7.5,VIRGINIA TECH,1
527,M,ASIAN,MI,Low,PUBLIC,NONE,DESIGN,1520,6.5,7.5,UVA,1
528,T,WHITE,FL,High,PRIVATE,NONE,CS,1570,1,6.2,NYU,1
528,T,WHITE,FL,High,PRIVATE,NONE,CS,1570,1,6.2,EMORY,1
528,T,WHITE,FL,High,PRIVATE,NONE,CS,1570,1,6.2,FORDHAM,1
529,F,WHITE,IN,Low,PUBLIC,URM,ENVIRONMENTAL STUDIES,1360,5.5,4.5,CORNELL,1
529,F,WHITE,IN,Low,PUBLIC,URM,ENVIRONMENTAL STUDIES,1360,5.5,4.5,NYU,1
529,F,WHITE,IN,Low,PUBLIC,URM,ENVIRONMENTAL STUDIES,1360,5.5,4.5,BOSTON UNIVERSITY,1
529,F,WHITE,IN,Low,PUBLIC,URM,ENVIRONMENTAL STUDIES,1360,5.5,4.5,FORDHAM,1
531,M,ASIAN,UT,Low,PUBLIC,NONE,ENG,1570,6.5,7.8,HARVARD,1
531,M,ASIAN,UT,Low,PUBLIC,NONE,ENG,1570,6.5,7.8,YALE,1
531,M,ASIAN,UT,Low,PUBLIC,NONE,ENG,1570,6.5,7.8,DUKE,1
531,M,ASIAN,UT,Low,PUBLIC,NONE,ENG,1570,6.5,7.8,WILLIAMS,1
531,M,ASIAN,UT,Low,PUBLIC,NONE,ENG,1570,6.5,7.8,NYU,1
531,M,ASIAN,UT,Low,PUBLIC,NONE,ENG,1570,6.5,7.8,UNC CHAPEL HILL,1
535,F,ASIAN,PA,High,PUBLIC,LEGACY,CS,1510,5,6.5,UPENN,1
535,F,ASIAN,PA,High,PUBLIC,LEGACY,CS,1510,5,6.5,BOSTON UNIVERSITY,1
535,F,ASIAN,PA,High,PUBLIC,LEGACY,CS,1510,5,6.5,UVA,1
538,M,ASIAN,CA,Low,PRIVATE,NONE,BUSINESS,1530,3.5,4.8,UPENN,1
538,M,ASIAN,CA,Low,PRIVATE,NONE,BUSINESS,1530,3.5,4.8,USC,1
538,M,ASIAN,CA,Low,PRIVATE,NONE,BUSINESS,1530,3.5,4.8,UCSB,1
538,M,ASIAN,CA,Low,PRIVATE,NONE,BUSINESS,1530,3.5,4.8,UCD,1
538,M,ASIAN,CA,Low,PRIVATE,NONE,BUSINESS,1530,3.5,4.8,UIUC,1
538,M,ASIAN,CA,Low,PRIVATE,NONE,BUSINESS,1530,3.5,4.8,UW MADISON,1
539,M,ASIAN,IN,High,PRIVATE,NONE,ENG,1480,6,2.5,UPENN,1
539,M,ASIAN,IN,High,PRIVATE,NONE,ENG,1480,6,2.5,UMICH,1
539,M,ASIAN,IN,High,PRIVATE,NONE,ENG,1480,6,2.5,UCR,1
540,M,ASIAN,CA,Middle,PUBLIC,NONE,CS,1580,6.5,4.2,UCLA,1
540,M,ASIAN,CA,Middle,PUBLIC,NONE,CS,1580,6.5,4.2,YALE,1
540,M,ASIAN,CA,Middle,PUBLIC,NONE,CS,1580,6.5,4.2,GEORGIA TECH,1
540,M,ASIAN,CA,Middle,PUBLIC,NONE,CS,1580,6.5,4.2,PURDUE,1
540,M,ASIAN,CA,Middle,PUBLIC,NONE,CS,1580,6.5,4.2,RICE,1
540,M,ASIAN,CA,Middle,PUBLIC,NONE,CS,1580,6.5,4.2,UIUC,1
540,M,ASIAN,CA,Middle,PUBLIC,NONE,CS,1580,6.5,4.2,UT-AUSTIN,1
540,M,ASIAN,CA,Middle,PUBLIC,NONE,CS,1580,6.5,4.2,UW MADISON,1
540,M,ASIAN,CA,Middle,PUBLIC,NONE,CS,1580,6.5,4.2,UCI,1
540,M,ASIAN,CA,Middle,PUBLIC,NONE,CS,1580,6.5,4.2,UCM,1
542,M,WHITE,LA,High,PUBLIC,NONE,CS,1570,4.5,2.5,CMU,1
543,M,ASIAN,UT,Low,INTERNATIONAL,FIRST-GEN,CS,1410,3.5,7.5,UCSD,1
543,M,ASIAN,UT,Low,INTERNATIONAL,FIRST-GEN,CS,1410,3.5,7.5,BOSTON UNIVERSITY,1
543,M,ASIAN,UT,Low,INTERNATIONAL,FIRST-GEN,CS,1410,3.5,7.5,BOSTON COLLEGE,1
545,M,ASIAN,USA,Low,PUBLIC,NONE,NEUROSCIENCE,1510,6.5,8.5,CASE WESTERN,1
545,M,ASIAN,USA,Low,PUBLIC,NONE,NEUROSCIENCE,1510,6.5,8.5,UIUC,1
547,M,ASIAN,IA,Low,PRIVATE,NONE,CS,1560,7.5,4.5,UCLA,1
547,M,ASIAN,IA,Low,PRIVATE,NONE,CS,1560,7.5,4.5,NORTHWESTERN,1
547,M,ASIAN,IA,Low,PRIVATE,NONE,CS,1560,7.5,4.5,UCSD,1
547,M,ASIAN,IA,Low,PRIVATE,NONE,CS,1560,7.5,4.5,NYU,1
547,M,ASIAN,IA,Low,PRIVATE,NONE,CS,1560,7.5,4.5,UMICH,1
549,F,ASIAN,CA,Low,CHARTER,NONE,CS,1540,5.5,3.5,UCLA,1
549,F,ASIAN,CA,Low,CHARTER,NONE,CS,1540,5.5,3.5,UCSD,1
549,F,ASIAN,CA,Low,CHARTER,NONE,CS,1540,5.5,3.5,MIT,1
549,F,ASIAN,CA,Low,CHARTER,NONE,CS,1540,5.5,3.5,RICE,1
549,F,ASIAN,CA,Low,CHARTER,NONE,CS,1540,5.5,3.5,USC,1
549,F,ASIAN,CA,Low,CHARTER,NONE,CS,1540,5.5,3.5,UCSC,1
549,F,ASIAN,CA,Low,CHARTER,NONE,CS,1540,5.5,3.5,UCR,1
549,F,ASIAN,CA,Low,CHARTER,NONE,CS,1540,5.5,3.5,BOSTON UNIVERSITY,1
549,F,ASIAN,CA,Low,CHARTER,NONE,CS,1540,5.5,3.5,NORTHEASTERN,1
550,M,WHITE,MA,Low,PUBLIC,LEGACY,PSYCH,1530,6.5,4.5,CORNELL,1
550,M,WHITE,MA,Low,PUBLIC,LEGACY,PSYCH,1530,6.5,4.5,UMICH,1
552,M,WHITE,GA,Low,PUBLIC,NONE,BIO,1570,6.5,4.7,BROWN,1
553,F,ASIAN,CA,High,PUBLIC,NONE,CS,1530,6.5,4.1,UCSD,1
553,F,ASIAN,CA,High,PUBLIC,NONE,CS,1530,6.5,4.1,PURDUE,1
553,F,ASIAN,CA,High,PUBLIC,NONE,CS,1530,6.5,4.1,UCD,1
553,F,ASIAN,CA,High,PUBLIC,NONE,CS,1530,6.5,4.1,UCSC,1
553,F,ASIAN,CA,High,PUBLIC,NONE,CS,1530,6.5,4.1,UCR,1
553,F,ASIAN,CA,High,PUBLIC,NONE,CS,1530,6.5,4.1,San Jose State University,1
553,F,ASIAN,CA,High,PUBLIC,NONE,CS,1530,6.5,4.1,NORTHEASTERN,1
553,F,ASIAN,CA,High,PUBLIC,NONE,CS,1530,6.5,4.1,UW MADISON,1
553,F,ASIAN,CA,High,PUBLIC,NONE,CS,1530,6.5,4.1,TUFTS,1
553,F,ASIAN,CA,High,PUBLIC,NONE,CS,1530,6.5,4.1,UCM,1
556,F,ASIAN,UT,Middle,PUBLIC,NONE,ENG,1560,6.5,6.5,GEORGIA TECH,1
556,F,ASIAN,UT,Middle,PUBLIC,NONE,ENG,1560,6.5,6.5,RICE,1
556,F,ASIAN,UT,Middle,PUBLIC,NONE,ENG,1560,6.5,6.5,UT-AUSTIN,1
556,F,ASIAN,UT,Middle,PUBLIC,NONE,ENG,1560,6.5,6.5,UT-DALLAS,1
556,F,ASIAN,UT,Middle,PUBLIC,NONE,ENG,1560,6.5,6.5,TAMU,1
559,F,ASIAN,UT,High,PUBLIC,NONE,CS,1560,7.5,6.5,UCLA,1
559,F,ASIAN,UT,High,PUBLIC,NONE,CS,1560,7.5,6.5,COLUMBIA,1
559,F,ASIAN,UT,High,PUBLIC,NONE,CS,1560,7.5,6.5,BERKELEY,1
559,F,ASIAN,UT,High,PUBLIC,NONE,CS,1560,7.5,6.5,CMU,1
559,F,ASIAN,UT,High,PUBLIC,NONE,CS,1560,7.5,6.5,RICE,1
559,F,ASIAN,UT,High,PUBLIC,NONE,CS,1560,7.5,6.5,UPENN,1
559,F,ASIAN,UT,High,PUBLIC,NONE,CS,1560,7.5,6.5,UNC CHAPEL HILL,1
560,F,ASIAN,OR,High,PUBLIC,NONE,BUSINESS,1560,6.5,3.5,UCLA,1
560,F,ASIAN,OR,High,PUBLIC,NONE,BUSINESS,1560,6.5,3.5,CMU,1
560,F,ASIAN,OR,High,PUBLIC,NONE,BUSINESS,1560,6.5,3.5,CASE WESTERN,1
561,M,ASIAN,CO,High,PUBLIC,LEGACY,BUSINESS,1230,4.5,3.5,UCSD,1
561,M,ASIAN,CO,High,PUBLIC,LEGACY,BUSINESS,1230,4.5,3.5,UPENN,1
561,M,ASIAN,CO,High,PUBLIC,LEGACY,BUSINESS,1230,4.5,3.5,UT-AUSTIN,1
561,M,ASIAN,CO,High,PUBLIC,LEGACY,BUSINESS,1230,4.5,3.5,RUTGERS,1
561,M,ASIAN,CO,High,PUBLIC,LEGACY,BUSINESS,1230,4.5,3.5,ARIZONA STATE,1
562,M,ASIAN,CA,Low,PUBLIC,NONE,SOCIAL SCIENCES,1580,3,4.8,UCLA,1
562,M,ASIAN,CA,Low,PUBLIC,NONE,SOCIAL SCIENCES,1580,3,4.8,NORTHWESTERN,1
562,M,ASIAN,CA,Low,PUBLIC,NONE,SOCIAL SCIENCES,1580,3,4.8,BERKELEY,1
562,M,ASIAN,CA,Low,PUBLIC,NONE,SOCIAL SCIENCES,1580,3,4.8,UCSD,1
562,M,ASIAN,CA,Low,PUBLIC,NONE,SOCIAL SCIENCES,1580,3,4.8,JOHNS HOPKINS,1
562,M,ASIAN,CA,Low,PUBLIC,NONE,SOCIAL SCIENCES,1580,3,4.8,UCSB,1
562,M,ASIAN,CA,Low,PUBLIC,NONE,SOCIAL SCIENCES,1580,3,4.8,UCD,1
562,M,ASIAN,CA,Low,PUBLIC,NONE,SOCIAL SCIENCES,1580,3,4.8,UCI,1
563,F,ASIAN,OR,High,PUBLIC,NONE,CS,1570,5.5,4.7,CORNELL,1
563,F,ASIAN,OR,High,PUBLIC,NONE,CS,1570,5.5,4.7,UCSD,1
563,F,ASIAN,OR,High,PUBLIC,NONE,CS,1570,5.5,4.7,SWARTHMORE,1
563,F,ASIAN,OR,High,PUBLIC,NONE,CS,1570,5.5,4.7,PURDUE,1
563,F,ASIAN,OR,High,PUBLIC,NONE,CS,1570,5.5,4.7,RICE,1
563,F,ASIAN,OR,High,PUBLIC,NONE,CS,1570,5.5,4.7,UMICH,1
563,F,ASIAN,OR,High,PUBLIC,NONE,CS,1570,5.5,4.7,CASE WESTERN,1
563,F,ASIAN,OR,High,PUBLIC,NONE,CS,1570,5.5,4.7,UIUC,1
564,M,ASIAN,CA,Low,PUBLIC,NONE,BIO,1550,6.5,7.5,NYU,1
564,M,ASIAN,CA,Low,PUBLIC,NONE,BIO,1550,6.5,7.5,CASE WESTERN,1
564,M,ASIAN,CA,Low,PUBLIC,NONE,BIO,1550,6.5,7.5,UCD,1
566,M,WHITE,OR,High,PUBLIC,NONE,BUSINESS,1510,7,7.2,PURDUE,1
567,F,HISPANIC,FL,Low,PUBLIC,URM,CHEMISTRY,1380,3.5,3.5,MIT,1
567,F,HISPANIC,FL,Low,PUBLIC,URM,CHEMISTRY,1380,3.5,3.5,WILLIAMS,1
567,F,HISPANIC,FL,Low,PUBLIC,URM,CHEMISTRY,1380,3.5,3.5,USC,1
567,F,HISPANIC,FL,Low,PUBLIC,URM,CHEMISTRY,1380,3.5,3.5,COLGATE,1
568,M,WHITE,NY,Low,PUBLIC,LEGACY,CS,1490,1,6.5,CORNELL,1
568,M,WHITE,NY,Low,PUBLIC,LEGACY,CS,1490,1,6.5,GEORGIA TECH,1
568,M,WHITE,NY,Low,PUBLIC,LEGACY,CS,1490,1,6.5,EMORY,1
569,F,HISPANIC,CA,Low,PUBLIC,URM,ENG,1530,3,6.5,NORTHWESTERN,1
569,F,HISPANIC,CA,Low,PUBLIC,URM,ENG,1530,3,6.5,UCSD,1
569,F,HISPANIC,CA,Low,PUBLIC,URM,ENG,1530,3,6.5,San Jose State University,1
569,F,HISPANIC,CA,Low,PUBLIC,URM,ENG,1530,3,6.5,UCHICAGO,1
570,M,ASIAN,CA,Low,PUBLIC,FIRST-GEN,BIO,1550,6.5,8,BERKELEY,1
570,M,ASIAN,CA,Low,PUBLIC,FIRST-GEN,BIO,1550,6.5,8,UCSD,1
570,M,ASIAN,CA,Low,PUBLIC,FIRST-GEN,BIO,1550,6.5,8,VANDERBILT,1
570,M,ASIAN,CA,Low,PUBLIC,FIRST-GEN,BIO,1550,6.5,8,UCSB,1
570,M,ASIAN,CA,Low,PUBLIC,FIRST-GEN,BIO,1550,6.5,8,UCD,1
570,M,ASIAN,CA,Low,PUBLIC,FIRST-GEN,BIO,1550,6.5,8,UCSC,1
570,M,ASIAN,CA,Low,PUBLIC,FIRST-GEN,BIO,1550,6.5,8,UCR,1
570,M,ASIAN,CA,Low,PUBLIC,FIRST-GEN,BIO,1550,6.5,8,UCI,1
571,M,WHITE,WA,High,PUBLIC,NONE,CS,1560,3.5,4.5,UPENN,1
576,M,ASIAN,CA,Low,PUBLIC,NONE,CS,1600,8.5,4.5,BERKELEY,1
576,M,ASIAN,CA,Low,PUBLIC,NONE,CS,1600,8.5,4.5,UCSD,1
576,M,ASIAN,CA,Low,PUBLIC,NONE,CS,1600,8.5,4.5,PURDUE,1
576,M,ASIAN,CA,Low,PUBLIC,NONE,CS,1600,8.5,4.5,NYU,1
576,M,ASIAN,CA,Low,PUBLIC,NONE,CS,1600,8.5,4.5,UCSB,1
578,M,WHITE,MA,Low,PUBLIC,NONE,CS,1530,8.5,2.5,CMU,1
578,M,WHITE,MA,Low,PUBLIC,NONE,CS,1530,8.5,2.5,NORTHEASTERN,1
578,M,WHITE,MA,Low,PUBLIC,NONE,CS,1530,8.5,2.5,TUFTS,1
580,M,WHITE,CA,Low,PRIVATE,LEGACY,CS,1580,7.5,8.2,PURDUE,1
580,M,WHITE,CA,Low,PRIVATE,LEGACY,CS,1580,7.5,8.2,UMICH,1
580,M,WHITE,CA,Low,PRIVATE,LEGACY,CS,1580,7.5,8.2,UCI,1
583,NB,ASIAN,CA,Low,PUBLIC,NONE,CS,1590,3.5,6.2,UCLA,1
583,NB,ASIAN,CA,Low,PUBLIC,NONE,CS,1590,3.5,6.2,HARVARD,1
583,NB,ASIAN,CA,Low,PUBLIC,NONE,CS,1590,3.5,6.2,STANFORD,1
583,NB,ASIAN,CA,Low,PUBLIC,NONE,CS,1590,3.5,6.2,BERKELEY,1
