Gender,Race,Residence,Income,School Type,Hooks,Major,SAT,EC-AWARDS,ESSAY-LOR-INTERVIEW,Acceptances,Waitlists,Rejections,Note
F,ASIAN,CA,Low,PUBLIC,LEGACY,CS,1270,5,6.5,"['*CASE WESTERN', '*VIRGINIA TECH', '*UVA']",['*UIUC'],"['*BROWN', '*COLUMBIA', '*JOHNS HOPKINS', '*NYU', '*NORTHEASTERN']",
M,-1,CA,-1,PUBLIC,NONE,CS,1520,3.5,2.5,"['*UCLA', '*STANFORD', '*NORTHWESTERN', '*BERKELEY', '*DUKE', '*UCSD', '*VANDERBILT', '*NYU', '*UCSB', '*WASHU', '*UCI']",[],"['*UCLA', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*DUKE', '*UCSD', '*VANDERBILT', '*NYU', '*UCSB', '*WASHU', '*UCI']",
F,ASIAN,NE,Low,PUBLIC,NONE,CS,1560,8.5,6.5,[],['*FORDHAM'],"['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*JOHNS HOPKINS', '*SWARTHMORE', '*DARTMOUTH', '*CMU', '*RICE', '*VANDERBILT', '*NYU', '*EMORY', '*USC', '*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*WASHU', '*UT-AUSTIN', '*COLGATE', '*TUFTS', '*UCHICAGO']",
M,ASIAN,CA,Low,PUBLIC,LEGACY,BUSINESS,1590,6.5,4.5,"['*BROWN', '*STANFORD', '*BERKELEY', '*DUKE', '*JOHNS HOPKINS', '*RICE', '*WILLIAMS', '*VANDERBILT', '*NYU', '*NORTHEASTERN']","['*HARVARD', '*NORTHWESTERN', '*COLUMBIA', '*PRINCETON']","['*UCLA', '*YALE', '*USC']",
M,ASIAN,CA,Low,-1,FIRST-GEN,CS,1400,1,3.5,"['*POMONA', '*San Jose State University']","['*UCD', '*UCSC']","['*UCLA', '*UCSD', '*UCSB', '*UCR']",
M,WHITE,DC,Low,PUBLIC,NONE,CS,1500,6.5,8.5,[],"['*SWARTHMORE', '*UVA']","['*BROWN', '*CORNELL', '*PRINCETON', '*VANDERBILT', '*UCHICAGO']",
M,ASIAN,CO,Low,-1,FIRST-GEN,CS,1510,5,4.3,[],"['*NORTHWESTERN', '*COLUMBIA', '*WASHU']","['*COLUMBIA', '*DUKE', '*NYU', '*WASHU']",
M,BLACK,CA,Low,PUBLIC,URM,CS,1410,6.5,7.5,"['*CORNELL', '*BERKELEY', '*UCSD', '*CMU', '*UCI']",[],"['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*PRINCETON', '*CALTECH', '*UPENN']",
M,ASIAN,CA,Low,PUBLIC,NONE,CS,1400,2,2.5,"['*POMONA', '*UPENN', '*UCSC', '*FORDHAM']","['*UCSD', '*CASE WESTERN']","['*UCLA', '*BERKELEY', '*USC', '*UCR', '*TUFTS', '*UCI']",
F,ASIAN,WA,High,PUBLIC,NONE,POLISCI,1320,7.5,7.8,"['*COLUMBIA', '*PURDUE']",['*UW MADISON'],"['*GEORGIA TECH', '*NYU', '*FORDHAM', '*NORTHEASTERN']",
T,WHITE,CO,Low,PUBLIC,FIRST-GEN,PSYCH,1350,5.5,2.5,['*COLUMBIA'],[],"['*YALE', '*COLUMBIA', '*UPENN', '*UVA']",
F,BLACK,CO,-1,PUBLIC,URM,NEUROSCIENCE,1530,7.5,3.7,"['*YALE', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*JOHNS HOPKINS', '*POMONA', '*VANDERBILT', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*HARVEY MUDD']",['*TUFTS'],"['*HARVARD', '*BROWN', '*STANFORD', '*CORNELL', '*PRINCETON', '*UPENN', '*USC']",
F,ASIAN,WA,Middle,PUBLIC,NONE,CS,1540,6.5,6.5,"['*MIT', '*PURDUE', '*UMICH', '*San Jose State University', '*ARIZONA STATE']",[],"['*GEORGIA TECH', '*UIUC']",
F,ASIAN,NE,High,PUBLIC,FIRST-GEN,UNDECIDED,1460,6.5,2.5,['*UT-DALLAS'],['*BOSTON UNIVERSITY'],[],
M,ASIAN,CA,Low,PUBLIC,LGBT,CS,1560,3.5,4.5,"['*UCLA', '*BERKELEY', '*UCSD', '*POMONA', '*UCSB', '*UCSC', '*UCR', '*UCI']",[],['*USC'],
F,ASIAN,OR,Low,PUBLIC,NONE,CS,1520,7.5,7.8,"['*UCLA', '*GEORGIA TECH', '*NORTHEASTERN', '*UVA', '*UCI']","['*JOHNS HOPKINS', '*CMU', '*WASHU']",['*UCHICAGO'],
M,WHITE,LA,High,PUBLIC,NONE,NEUROSCIENCE,1480,5.5,6.5,[],[],[],
F,WHITE,LA,Low,PRIVATE,NONE,CS,1360,3.5,5.5,"['*UPENN', '*TULANE']","['*VIRGINIA TECH', '*UVA']",[],
M,WHITE,TX,Low,PUBLIC,URM,ENG,1180,3.5,7.5,"['*UT-AUSTIN', '*UVA']",[],['*CMU'],
M,ASIAN,CA,High,PUBLIC,FIRST-GEN,CS,1390,4,4.5,"['*PURDUE', '*POMONA', '*UCR', '*ARIZONA STATE']",['*UCSC'],"['*UCD', '*UIUC', '*TULANE', '*UCI']",
F,ASIAN,IN,Low,PRIVATE,NONE,CS,1470,6.5,6.8,"['*COLUMBIA', '*UCSD', '*UCD', '*UIUC', '*RUTGERS', '*NORTHEASTERN']",['*UCSB'],['*BOSTON UNIVERSITY'],
F,WHITE,LA,High,PUBLIC,NONE,BIO,1400,3.5,6.8,"['*UMICH', '*UCD', '*UCSC']",['*BOSTON UNIVERSITY'],[],
M,WHITE,CO,Low,-1,NONE,CS,1520,6.5,7.3,[],"['*SWARTHMORE', '*COLGATE']","['*UCLA', '*BROWN', '*CORNELL', '*BERKELEY', '*WILLIAMS', '*TUFTS']",
M,WHITE,LA,Low,PRIVATE,NONE,CS,1500,7.5,6.5,"['*NORTHEASTERN', '*COLGATE']",[],"['*SWARTHMORE', '*WILLIAMS']",
M,ASIAN,CA,High,PUBLIC,NONE,PUBLIC POLICY,1560,8.5,8.5,"['*UCLA', '*NORTHWESTERN', '*COLUMBIA', '*PURDUE', '*UMICH', '*UCD', '*UCI']",[],"['*HARVARD', '*BERKELEY']",
M,WHITE,CO,Low,-1,LEGACY,CS,1510,5.5,1,['*UPENN'],[],[],
F,ASIAN,CA,Low,PUBLIC,NONE,SOCIAL SCIENCES,1530,6.5,4.2,"['*UCSD', '*SWARTHMORE', '*UCSB', '*UCD', '*UCI']","['*UCLA', '*POMONA', '*BOSTON UNIVERSITY']","['*YALE', '*BERKELEY', '*PRINCETON', '*NYU', '*UPENN', '*EMORY', '*USC', '*WASHU', '*NORTHEASTERN', '*UCHICAGO']",
F,ASIAN,IN,Low,-1,URM,MUSIC,1520,6.5,4.5,"['*NORTHWESTERN', '*NYU']",[],"['*BROWN', '*USC']",
M,WHITE,IN,Low,PUBLIC,NONE,BIO,1540,7.5,7.5,"['*MIT', '*PURDUE']","['*VANDERBILT', '*NYU', '*BOSTON UNIVERSITY']","['*NORTHWESTERN', '*MIT', '*WASHU']",
F,ASIAN,CO,Low,-1,NONE,BUSINESS,1540,6.5,1,"['*CMU', '*WASHU', '*UT-AUSTIN']",['*NORTHEASTERN'],['*USC'],
F,BLACK,NY,Low,PUBLIC,URM,PREMED,1430,5,4.2,"['*NORTHWESTERN', '*CASE WESTERN', '*USC', '*FORDHAM']","['*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*NORTHEASTERN', '*UNC CHAPEL HILL']","['*DUKE', '*NYU']",
F,ASIAN,CA,Low,-1,LEGACY,BUSINESS,1500,1,0.5,"['*PURDUE', '*NYU', '*UPENN', '*NORTHEASTERN']","['*CMU', '*UCD']","['*UCLA', '*BERKELEY', '*GEORGIA TECH', '*UMICH', '*UCSC', '*UCI']",
F,ASIAN,CO,Low,-1,LEGACY,ARTS,1500,6.5,1.5,"['*UCD', '*TUFTS']","['*NYU', '*UMICH']","['*UCLA', '*UCI']",
F,WHITE,MI,Low,PUBLIC,LEGACY,CS,1540,6.5,8.7,['*UMICH'],['*VANDERBILT'],"['*YALE', '*BROWN', '*SWARTHMORE', '*WILLIAMS']",
M,WHITE,HI,Low,-1,NONE,CS,1440,3.5,8,[],[],[],
F,WHITE,-1,Low,PUBLIC,FIRST-GEN,LAW,1300,5.5,6.5,[],"['*CORNELL', '*SWARTHMORE']","['*DARTMOUTH', '*EMORY']",
F,WHITE,CA,-1,PUBLIC,NONE,CS,1470,6.5,4.5,"['*UCLA', '*COLUMBIA', '*UCSD', '*USC', '*UCSB', '*UCD', '*UCR', '*San Jose State University', '*UCI']","['*BERKELEY', '*BOSTON UNIVERSITY', '*NORTHEASTERN']","['*HARVARD', '*NORTHWESTERN', '*COLUMBIA', '*NYU']",
M,ASIAN,MI,Low,-1,NONE,-1,1590,7.5,4.5,['*UCI'],"['*WILLIAMS', '*UMICH']","['*UCLA', '*BERKELEY', '*GEORGIA TECH', '*RICE', '*WASHU']",
M,ASIAN,OH,Low,PRIVATE,NONE,-1,1560,9.5,8.2,[],['*PURDUE'],"['*CORNELL', '*GEORGIA TECH', '*DARTMOUTH', '*CMU', '*RICE', '*UIUC']",
M,WHITE,NY,Low,PUBLIC,NONE,ENG,1530,2,6.5,[],"['*CMU', '*CASE WESTERN']","['*HARVARD', '*YALE', '*CORNELL', '*PRINCETON', '*MIT', '*PURDUE', '*UPENN', '*NORTHEASTERN']",
F,ASIAN,CA,Low,PUBLIC,NONE,ENG,1440,5.5,3.5,"['*BERKELEY', '*UCI']",[],"['*UCLA', '*BERKELEY', '*UCI']",
F,WHITE,MI,Low,-1,NONE,NEUROSCIENCE,1500,3.5,7.5,['*COLGATE'],"['*HARVARD', '*BOSTON UNIVERSITY']","['*BROWN', '*JOHNS HOPKINS', '*SWARTHMORE']",
F,ASIAN,CO,Low,PUBLIC,NONE,MATH,1560,6.5,4.5,['*NORTHEASTERN'],['*PURDUE'],"['*YALE', '*UIUC', '*TUFTS']",
F,ASIAN,FL,Low,PUBLIC,NONE,ENG,1560,6.5,6.3,"['*NORTHWESTERN', '*VANDERBILT']","['*JOHNS HOPKINS', '*EMORY', '*WASHU']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*CORNELL', '*DUKE', '*UMICH']",
M,ASIAN,CA,Low,-1,NONE,CS,1480,5.5,0,"['*UCLA', '*BERKELEY', '*UCSD', '*NYU', '*USC', '*UCI']",[],"['*UCLA', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*JOHNS HOPKINS', '*UPENN']",
M,BLACK,INTERNATIONAL,High,PRIVATE,NONE,CS,1580,8.5,4.5,"['*COLUMBIA', '*PRINCETON', '*GEORGIA TECH', '*PURDUE', '*UPENN']",[],"['*CORNELL', '*CALTECH', '*UVA']",
M,ASIAN,-1,High,PUBLIC,FIRST-GEN,CS,1440,2,6.5,"['*CORNELL', '*BERKELEY', '*RICE', '*RUTGERS', '*NORTHEASTERN', '*UVA']","['*UCLA', '*CMU', '*BOSTON UNIVERSITY']","['*BROWN', '*DUKE', '*VANDERBILT', '*UPENN', '*UT-AUSTIN']",
M,ASIAN,WA,Low,PRIVATE,NONE,CS,1560,8.5,8.7,[],"['*COLUMBIA', '*CORNELL', '*PRINCETON']","['*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*DUKE', '*UPENN']",
M,ASIAN,TX,Middle,PUBLIC,NONE,CS,1580,6.5,7.3,"['*UCSD', '*PURDUE', '*NYU', '*USC', '*UCSB', '*UT-AUSTIN']",['*RICE'],"['*UCLA', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*PRINCETON', '*UPENN']",
M,WHITE,LA,High,PRIVATE,NONE,NEUROSCIENCE,1570,6,4.7,"['*UCLA', '*CORNELL', '*EMORY']","['*CMU', '*NYU', '*WASHU', '*UCHICAGO', '*UVA', '*UCI']","['*BROWN', '*BERKELEY', '*PRINCETON']",
M,ASIAN,MD,-1,PUBLIC,NONE,CS,1520,6.5,3.5,[],[],"['*HARVARD', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*BERKELEY', '*PRINCETON', '*UPENN']",
F,ASIAN,GA,Low,PUBLIC,FIRST-GEN,POLISCI,1420,6.5,7.5,"['*HARVARD', '*YALE']",['*NORTHEASTERN'],['*CORNELL'],
F,ASIAN,-1,Low,PRIVATE,NONE,BIO,1530,7.5,6.5,['*MIT'],"['*RICE', '*EMORY']","['*YALE', '*BROWN', '*NORTHWESTERN', '*DUKE']",
F,WHITE,IN,Low,PRIVATE,NONE,CS,1490,6.5,4.5,['*UCD'],"['*UCLA', '*BERKELEY']","['*YALE', '*COLUMBIA', '*RICE', '*NYU', '*EMORY', '*TUFTS']",
M,WHITE,MI,-1,PRIVATE,LEGACY,CS,1540,6.5,4.7,"['*CORNELL', '*CASE WESTERN', '*TUFTS']",['*DARTMOUTH'],"['*YALE', '*BROWN', '*NORTHWESTERN', '*WILLIAMS']",
M,ASIAN,CA,Low,PUBLIC,NONE,CS,1530,8.5,8.7,"['*UCSD', '*PURDUE', '*UPENN', '*UMICH', '*UIUC', '*NORTHEASTERN']",['*UCLA'],"['*BERKELEY', '*NYU']",
F,WHITE,NE,Low,PUBLIC,NONE,HISTORY,1550,5,7.5,"['*YALE', '*NORTHWESTERN', '*DARTMOUTH', '*BOSTON COLLEGE', '*FORDHAM', '*NORTHEASTERN']",['*HARVARD'],['*COLUMBIA'],
M,WHITE,CA,Low,PRIVATE,NONE,CS,1550,7.5,4.5,"['*UCLA', '*UCSD', '*JOHNS HOPKINS', '*UPENN', '*UCSB', '*UIUC', '*NORTHEASTERN']","['*CORNELL', '*CMU', '*NYU']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*BERKELEY', '*PRINCETON', '*DARTMOUTH', '*UPENN', '*UVA']",
F,WHITE,TX,Low,CHARTER,LEGACY,CS,1540,6,7.5,[],"['*RICE', '*POMONA', '*EMORY', '*NORTHEASTERN']","['*NORTHWESTERN', '*COLUMBIA', '*SWARTHMORE', '*TUFTS', '*UCHICAGO']",
M,ASIAN,CA,Low,PUBLIC,LEGACY,BIO,1430,4.5,6.8,"['*CORNELL', '*UCSD', '*EMORY', '*UIUC', '*BOSTON UNIVERSITY', '*UW MADISON', '*UCI']","['*UCLA', '*CASE WESTERN']","['*BROWN', '*NORTHWESTERN', '*BERKELEY', '*RICE', '*VANDERBILT', '*NYU', '*UPENN', '*UMICH', '*USC', '*WASHU', '*NORTHEASTERN', '*TUFTS']",
M,ASIAN,UT,Low,-1,NONE,CHEMISTRY,1540,5.5,8.2,"['*UCLA', '*DARTMOUTH', '*UCI']",['*CMU'],"['*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*NYU', '*UPENN', '*WASHU']",
M,ASIAN,WI,Low,PRIVATE,NONE,BUSINESS,1490,6.5,3.5,"['*UPENN', '*UIUC']",[],"['*NORTHWESTERN', '*UMICH', '*EMORY', '*WASHU', '*UT-AUSTIN', '*NORTHEASTERN', '*UVA']",
M,ASIAN,IN,Low,PRIVATE,NONE,BUSINESS,1470,8.5,6.5,['*EMORY'],"['*UCLA', '*BERKELEY', '*UMICH']","['*CMU', '*NYU', '*UPENN', '*USC']",
F,ASIAN,CA,Low,-1,NONE,CS,1500,5.5,2.5,"['*BERKELEY', '*GEORGIA TECH', '*PURDUE', '*VANDERBILT', '*EMORY', '*NORTHEASTERN', '*COLGATE', '*UCI']",['*NYU'],"['*UCLA', '*DUKE', '*UCSD', '*SWARTHMORE', '*RICE', '*POMONA', '*WILLIAMS', '*UVA']",
M,ASIAN,DC,Low,PRIVATE,NONE,-1,1520,7.5,6.5,"['*UCLA', '*GEORGIA TECH', '*RICE', '*UPENN']",[],"['*HARVARD', '*STANFORD', '*BERKELEY', '*PRINCETON', '*RICE', '*VANDERBILT', '*NORTHEASTERN']",
M,WHITE,IN,Low,PUBLIC,NONE,BIO,1540,6.5,7.5,['*PURDUE'],"['*VANDERBILT', '*NYU', '*BOSTON UNIVERSITY']","['*HARVARD', '*YALE', '*NORTHWESTERN', '*COLUMBIA', '*PRINCETON', '*MIT', '*DARTMOUTH', '*WASHU']",
M,ASIAN,MI,High,PUBLIC,NONE,BIO,1560,8.5,3.5,"['*STANFORD', '*UPENN', '*UMICH', '*CASE WESTERN', '*FORDHAM', '*ARIZONA STATE']",[],[],
OTHER,ASIAN,CA,-1,PUBLIC,NONE,CS,1520,6.5,8.2,"['*UCLA', '*UCSD', '*PURDUE', '*POMONA', '*UCSC', '*UCR', '*UIUC', '*San Jose State University', '*ARIZONA STATE']","['*CMU', '*UCSB', '*UCD']","['*UCLA', '*HARVARD', '*STANFORD', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*GEORGIA TECH', '*UMICH']",
M,BLACK,NY,Low,PUBLIC,URM,CS,1410,6.5,8.5,"['*HARVARD', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*UPENN', '*FORDHAM', '*NORTHEASTERN']",[],"['*DUKE', '*PRINCETON', '*NYU', '*UPENN']",
M,ASIAN,IN,Low,PUBLIC,NONE,CS,1490,2.5,6.5,[],['*UCLA'],"['*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*NYU', '*UCI']",
M,ASIAN,CA,High,PUBLIC,NONE,CS,1550,8.5,3.5,"['*HARVARD', '*STANFORD', '*COLUMBIA', '*BERKELEY', '*DUKE', '*UCSD', '*MIT', '*CALTECH', '*ARIZONA STATE', '*UCI']","['*UCLA', '*DUKE']","['*NORTHWESTERN', '*COLUMBIA', '*BERKELEY']",
M,WHITE,-1,Low,CHARTER,NONE,BIO,1530,3,6.3,['*PURDUE'],['*UMICH'],"['*YALE', '*STANFORD', '*DUKE', '*PURDUE', '*VANDERBILT']",
F,WHITE,FL,Low,PUBLIC,NONE,CS,1560,1,4.7,"['*MIT', '*VANDERBILT', '*UVA']","['*SWARTHMORE', '*EMORY', '*UCHICAGO']","['*YALE', '*BROWN', '*CORNELL', '*DUKE', '*PRINCETON', '*GEORGIA TECH', '*UPENN', '*COLGATE', '*TUFTS', '*UNC CHAPEL HILL']",
M,ASIAN,CA,Low,PUBLIC,LEGACY,BUSINESS,1590,6.5,6.5,"['*BROWN', '*STANFORD', '*BERKELEY', '*DUKE', '*JOHNS HOPKINS', '*RICE', '*WILLIAMS', '*VANDERBILT', '*NYU', '*NORTHEASTERN']","['*HARVARD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*PRINCETON']","['*UCLA', '*YALE', '*USC']",
M,ASIAN,CA,Low,PUBLIC,NONE,CS,1590,6.5,2.5,"['*UCLA', '*GEORGIA TECH', '*PURDUE', '*UCSC', '*UCR', '*UIUC']","['*UMICH', '*UCSB', '*UCD', '*UVA']","['*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*DUKE', '*JOHNS HOPKINS', '*UPENN', '*USC', '*San Jose State University', '*NORTHEASTERN']",
M,ASIAN,IN,High,PRIVATE,NONE,ENG,1540,8.5,7.5,"['*BERKELEY', '*DARTMOUTH', '*CMU', '*UCD', '*UCSC', '*UIUC']",[],"['*UCLA', '*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*DUKE', '*UCSD', '*DARTMOUTH', '*CMU', '*UPENN', '*UMICH', '*UCSB', '*UCD', '*UCSC', '*UCI']",
M,ASIAN,FL,High,PUBLIC,NONE,CS,1500,6.5,4.2,"['*PURDUE', '*UPENN', '*UMICH', '*RUTGERS', '*NORTHEASTERN', '*UW MADISON']","['*UCD', '*UCI']","['*UCLA', '*CORNELL', '*BERKELEY', '*UCSD', '*GEORGIA TECH', '*UIUC', '*BOSTON UNIVERSITY', '*UCHICAGO']",
M,ASIAN,CA,High,PRIVATE,NONE,CS,1590,6.5,6.8,"['*NYU', '*UCD', '*UCSC']","['*UCLA', '*UCSD', '*CMU', '*VANDERBILT', '*UCSB']","['*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*PRINCETON', '*MIT', '*UPENN', '*NORTHEASTERN']",
M,BLACK,CO,High,MAGNET,URM,CS,1490,6.5,6.5,"['*CORNELL', '*GEORGIA TECH', '*CMU', '*PURDUE', '*UMICH', '*USC', '*UIUC', '*RUTGERS', '*TUFTS']","['*YALE', '*NORTHWESTERN', '*UPENN']","['*UCLA', '*HARVARD', '*BROWN', '*STANFORD', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*PRINCETON', '*MIT', '*CALTECH', '*USC']",
M,WHITE,UT,High,PRIVATE,URM,CS,1510,6.5,6.8,"['*BERKELEY', '*NORTHEASTERN', '*UNC CHAPEL HILL']","['*UCSB', '*UCHICAGO', '*CLAREMONT MCKENNA']","['*UCLA', '*STANFORD', '*NORTHWESTERN', '*DUKE']",
M,ASIAN,NY,Low,PUBLIC,NONE,CS,1580,3.5,2.5,"['*NYU', '*FORDHAM']","['*BOSTON UNIVERSITY', '*NORTHEASTERN']","['*CORNELL', '*MIT', '*CMU', '*UPENN']",
F,WHITE,CO,Low,PUBLIC,NONE,MATH,1570,3.5,7.5,['*BOSTON COLLEGE'],['*BOSTON UNIVERSITY'],"['*HARVARD', '*YALE']",
NB,ASIAN,OR,High,CHARTER,NONE,CS,1540,2.5,4.5,[],"['*UCLA', '*NORTHWESTERN', '*TUFTS', '*HARVEY MUDD', '*UCHICAGO']","['*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*BERKELEY', '*PRINCETON', '*UCSD', '*MIT', '*CALTECH', '*CMU', '*USC']",
M,ASIAN,CA,Low,-1,NONE,CS,1530,7.5,1.5,"['*GEORGIA TECH', '*PURDUE', '*POMONA', '*UCSB', '*NORTHEASTERN']",['*UCR'],"['*UCLA', '*YALE', '*BROWN', '*STANFORD', '*BERKELEY', '*UCSD', '*GEORGIA TECH', '*NORTHEASTERN', '*UCI']",
M,ASIAN,NV,Low,PRIVATE,LEGACY,CS,1480,3.5,8.2,"['*BOSTON UNIVERSITY', '*NORTHEASTERN', '*COLGATE']",[],"['*BROWN', '*CORNELL', '*MIT', '*DARTMOUTH', '*CMU', '*WILLIAMS', '*TUFTS']",
F,HISPANIC,IN,Low,-1,URM,CS,1560,7.5,7.5,"['*STANFORD', '*CORNELL', '*UPENN', '*BOSTON UNIVERSITY', '*BOSTON COLLEGE']","['*COLUMBIA', '*DARTMOUTH', '*WILLIAMS', '*NORTHEASTERN']","['*HARVARD', '*YALE', '*BROWN', '*NORTHWESTERN', '*PRINCETON', '*SWARTHMORE']",
M,WHITE,WA,High,PUBLIC,NONE,CS,1520,4.5,3.7,[],"['*UMICH', '*NORTHEASTERN']","['*HARVARD', '*BROWN', '*COLUMBIA', '*MIT', '*GEORGIA TECH', '*VANDERBILT', '*UPENN', '*UNC CHAPEL HILL']",
M,ASIAN,CA,Low,PRIVATE,NONE,CS,1510,6.5,7.5,"['*UPENN', '*UMICH']","['*PURDUE', '*UCI']","['*UCLA', '*HARVARD', '*STANFORD', '*BERKELEY', '*PRINCETON', '*UCSD', '*GEORGIA TECH', '*CMU', '*NYU', '*UIUC']",
F,ASIAN,CA,Low,PUBLIC,FIRST-GEN,CS,1550,7.5,2.5,['*BERKELEY'],"['*UCLA', '*STANFORD']","['*HARVARD', '*YALE', '*PRINCETON', '*MIT', '*CALTECH']",
M,WHITE,CA,High,PUBLIC,NONE,POLISCI,1580,4.5,7.5,"['*UCLA', '*STANFORD', '*BERKELEY', '*UCSD', '*NYU', '*UCD']","['*NORTHWESTERN', '*TUFTS', '*UCHICAGO']","['*HARVARD', '*YALE', '*BROWN', '*COLUMBIA', '*POMONA']",
M,ASIAN,CA,High,PUBLIC,NONE,CS,1560,4.5,6.8,"['*UCSD', '*UCSB']","['*UCLA', '*BERKELEY', '*UCD', '*UCI']","['*BROWN', '*STANFORD', '*DUKE', '*RICE', '*UPENN']",
F,ASIAN,CA,Low,CHARTER,NONE,ENG,1550,6.5,4.5,"['*UCSD', '*GEORGIA TECH', '*USC']","['*UCLA', '*COLUMBIA', '*UCD', '*WASHU']","['*UCLA', '*YALE', '*BROWN', '*STANFORD', '*MIT', '*RICE', '*USC', '*UCSB', '*UCI']",
M,WHITE,NY,Low,PUBLIC,NONE,CS,1510,5,6.5,['*CASE WESTERN'],"['*CORNELL', '*NORTHEASTERN']","['*HARVARD', '*STANFORD', '*COLUMBIA', '*PRINCETON', '*CALTECH', '*CMU', '*RICE', '*WASHU', '*UCHICAGO']",
M,ASIAN,TX,Low,PUBLIC,NONE,CS,1590,6,6.5,"['*BROWN', '*CORNELL', '*CALTECH']","['*UCLA', '*COLUMBIA', '*PRINCETON', '*CMU', '*UIUC']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*CORNELL', '*BERKELEY', '*MIT', '*CALTECH', '*UPENN']",
M,ASIAN,PA,Low,PUBLIC,NONE,CS,1580,7.5,7.5,"['*UCLA', '*CORNELL', '*BERKELEY', '*GEORGIA TECH', '*DARTMOUTH', '*CMU', '*NYU', '*UPENN', '*UMICH', '*USC', '*UIUC', '*UVA']","['*HARVARD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE']","['*YALE', '*STANFORD', '*PRINCETON', '*MIT']",
M,ASIAN,CA,Low,PUBLIC,NONE,CS,1550,8.5,7.5,"['*UCLA', '*BERKELEY', '*UCI']",['*NORTHEASTERN'],"['*STANFORD', '*CORNELL', '*DUKE', '*SWARTHMORE', '*RICE', '*TULANE']",
M,ASIAN,CA,Low,PUBLIC,NONE,CS,1550,6.5,7.8,"['*FORDHAM', '*TAMU']","['*UCLA', '*CORNELL', '*UMICH', '*UCI']",[],
M,ASIAN,TX,High,PUBLIC,LEGACY,CS,1490,6.5,6.5,"['*HARVARD', '*NORTHWESTERN', '*CORNELL', '*RICE', '*UMICH', '*WASHU', '*TAMU']","['*CORNELL', '*CMU']","['*UCLA', '*HARVARD', '*NORTHWESTERN', '*BERKELEY', '*RICE', '*UPENN', '*WASHU', '*UT-AUSTIN']",
M,ASIAN,-1,Middle,PUBLIC,NONE,POLISCI,1520,7.5,6.5,"['*COLUMBIA', '*MIT', '*WASHU', '*UW MADISON', '*ARIZONA STATE', '*UCI']","['*BERKELEY', '*UMICH', '*BOSTON UNIVERSITY']","['*UCLA', '*PRINCETON', '*NORTHEASTERN']",
F,BLACK,CA,Low,PRIVATE,NONE,CS,1470,6.5,7.8,"['*COLUMBIA', '*BERKELEY', '*UPENN']",[],"['*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*DARTMOUTH', '*VANDERBILT', '*NORTHEASTERN']",
M,ASIAN,GA,Low,PRIVATE,NONE,ENG,1550,7.5,8.2,"['*PRINCETON', '*UCSD', '*MIT', '*UMICH', '*USC', '*UCHICAGO']","['*UCLA', '*CMU']","['*STANFORD', '*BERKELEY', '*DUKE', '*UCSB']",
M,ASIAN,OH,Low,PUBLIC,NONE,CS,1520,7.5,7.5,"['*CASE WESTERN', '*UCSB']","['*UCLA', '*BERKELEY', '*UMICH', '*NORTHEASTERN', '*UCHICAGO', '*UVA']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*DUKE', '*PRINCETON', '*MIT', '*CALTECH', '*POMONA', '*UPENN']",
F,BLACK,OR,-1,PRIVATE,NONE,INTERNATIONAL RELATIONS,1380,6.5,6.8,['*UCLA'],[],"['*YALE', '*BROWN', '*COLUMBIA', '*WASHU']",
